folder_name,image_count,first_image,cam_id,event_datetime,contexto,pessoas,comportamentos,label,avaliacao
event_20250403_092022_f63db61a,34,motion_detected/event_20250403_092022_f63db61a/0001_55406_20250302_230353_frame_20250403_092017_000043.jpg,55406,2025-03-02 23:03:53,"Externo, noite, área urbana em frente a um edifício residencial ou comercial, com boa iluminação pública.","- Várias pessoas caminham pela calçada ao longo da sequência, em diferentes direções.
  - Dois indivíduos aparecem inicialmente caminhando da esquerda para a direita e depois retornam.
  - Outros pedestres também transitam normalmente.
  - Diversos veículos passam pela rua, incluindo carros e motocicletas.","- Nenhum comportamento suspeito ou incomum é observado.
  - Não há tentativas de acesso indevido, arrombamento ou violência.
  - Portão permanece fechado durante toda a sequência.",Camera 01.,"**Não**, movimentação típica de pedestres e veículos em via pública, sem indícios de risco."
event_20250403_110825_c72ce50a,21,motion_detected/event_20250403_110825_c72ce50a/0001_6994_20250307_101724_frame_20250403_110825_000056.jpg,6994,2025-03-07 10:17:24,"Externo, manhã (07:19), iluminação natural adequada, área de estacionamento com vaga para PCD e faixa de pedestres.","Trânsito leve de veículos (diversos carros passando). Um indivíduo aparece a partir do frame 0010, caminha pela calçada e segue andando pela rua até sair do campo de visão no frame 0016.","Nenhum comportamento suspeito ou anormal identificado. O indivíduo caminha normalmente pela calçada, sem interações com o ambiente ou veículos. Nenhum sinal de arrombamento, invasão ou acesso indevido.",Camera 11.,"**Não**, movimentação normal de pedestre e veículos, sem indícios de risco."
event_20250403_115614_921a5ad2,8,motion_detected/event_20250403_115614_921a5ad2/0001_7639_20250307_134155_frame_20250403_115614_000028.jpg,7639,2025-03-07 13:41:55,"Externo, dia, rua residencial com boa iluminação natural.",Um veículo caracterizado como viatura (aparentemente policial) passa pela rua da esquerda para a direita entre os segundos 02 e 06. Não há presença visível de pessoas a pé. Três carros estão estacionados (um branco em frente ao prédio e dois do lado oposto da rua).,"Nenhum comportamento suspeito ou anormal observado. A viatura apenas transita pela via, sem parar ou interagir com o ambiente.",frente direita.,"**Não**, apenas trânsito normal de viatura em área aparentemente tranquila."
event_20250403_110951_999c970a,21,motion_detected/event_20250403_110951_999c970a/0001_6994_20250307_101724_frame_20250403_110947_000137.jpg,6994,2025-03-07 10:17:24,"Externo, manhã, área de estacionamento com boa iluminação natural. Imagens finais mostram ambiente interno com iluminação artificial.","Um indivíduo caminha pela calçada ao lado do estacionamento, seguindo em linha reta e sem interações com o local. Diversos veículos passam pela rua, sem paradas ou comportamentos anormais. No ambiente interno, não há presença de pessoas visível.","Nenhum comportamento suspeito ou indicativo de risco foi identificado. O indivíduo apenas transita pela via pública. Não há sinais de arrombamento, invasão ou acesso não autorizado. Portas e janelas aparentam estar fechadas.","Câmera 11 (externa), Câmera 08 (interna).","**Não**, movimentação normal de pedestre e veículos, sem indícios de ameaça ou comportamento suspeito."
event_20250403_111752_4930dd6b,10,motion_detected/event_20250403_111752_4930dd6b/0001_6990_20250307_101724_frame_20250403_111751_000141.jpg,6990,2025-03-07 10:17:24,"Interno, ambiente comercial ou de recepção, bem iluminado, horário noturno (22:22).","Duas pessoas visíveis. Uma está sentada no sofá (lado direito), a outra está de pé em frente, interagindo diretamente com a pessoa sentada. A pessoa em pé realiza movimentos constantes, aparentemente manipulando algo próximo à outra.","A interação entre as duas pessoas é contínua e próxima, com a pessoa em pé inclinando-se sobre a sentada. Não há sinais claros de violência, mas o comportamento pode ser interpretado como potencialmente invasivo ou suspeito, dependendo do contexto (ex: tentativa de furto, coação ou apenas assistência). Não há sinais de arrombamento ou acesso forçado.",Camera 87.,"**Sim**, há potencial risco devido à interação próxima e insistente da pessoa em pé com a sentada, o que pode indicar comportamento suspeito ou coação, especialmente em um ambiente comercial fora do horário comum."
event_20250402_140721_e4453231,12,motion_detected/event_20250402_140721_e4453231/0001_6883_20250219_153816_frame_20250402_140721_000021.jpg,6883,2025-02-19 15:38:16,"Externo, dia, calçada urbana com boa iluminação natural.","Dois indivíduos caminham juntos inicialmente. Um deles (camiseta branca) se separa e se aproxima de um carro branco estacionado. Ele observa o veículo, circula ao redor e parece tentar abrir a porta do lado do motorista. Após isso, ele se afasta e sai do campo de visão.","O comportamento do indivíduo de camiseta branca é suspeito — ele se aproxima do carro, observa ao redor e tenta abrir a porta, sugerindo possível tentativa de acesso não autorizado. Não há sinais visíveis de arrombamento, mas a ação é claramente suspeita.",Camera 01.,"**Sim**, há indício de tentativa de acesso indevido a veículo estacionado."
event_20250403_113729_6e0a44fe,6,motion_detected/event_20250403_113729_6e0a44fe/0001_7645_20250307_134155_frame_20250403_113729_000004.jpg,7645,2025-03-07 13:41:55,"Externo, dia, área de entrada com portão metálico e piso de concreto, iluminação solar intensa.",Nenhum visível ao longo da sequência.,Nenhum comportamento suspeito ou sinal de arrombamento. Portão e porta ao fundo permanecem fechados. Apenas movimento de folhas ao vento.,Portao entrada.,"**Não**, área está vazia e sem indícios de atividade suspeita."
event_20250403_101251_f265bb7e,16,motion_detected/event_20250403_101251_f265bb7e/0001_17201_20250307_002851_frame_20250403_101250_000102.jpg,17201,2025-03-07 00:28:51,"Externo, noite, área cercada com iluminação artificial. A câmera cobre uma entrada com portão e cerca de arame farpado.","Um veículo se aproxima com faróis acesos a partir do frame 0001, passa lentamente pela frente da entrada monitorada entre os frames 0005 e 0009, e segue seu trajeto até sair do campo de visão no frame 0011. Nenhuma pessoa visível fora do veículo.",Nenhum comportamento suspeito ou tentativa de acesso indevido observada. O veículo apenas transita pela via externa sem parar ou interagir com o local monitorado.,"Frente,L,E","**Não**, apenas trânsito de veículo sem interação com o perímetro."
event_20250403_110712_5aa7d505,21,motion_detected/event_20250403_110712_5aa7d505/0001_6985_20250307_101724_frame_20250403_110706_000134.jpg,6985,2025-03-07 10:17:24,"Externo, dia, área de estacionamento com boa iluminação natural.","- Um indivíduo aparece caminhando na calçada (primeiros frames), atravessa a entrada do estacionamento e segue pela rua.
  - Diversos veículos passam pela rua, incluindo carros e uma motocicleta.
  - Em um momento, há presença de viaturas policiais (carros e moto), indicando possível operação ou patrulhamento.
  - No final da sequência, outro indivíduo aparece caminhando pela calçada, aparentemente sem relação com os eventos anteriores.","- A presença de múltiplas viaturas policiais em sequência, com movimentação coordenada, pode indicar resposta a um incidente ou operação em andamento.
  - Nenhum comportamento violento ou invasivo é visível nas imagens.",Câmera 02 e Câmera 11.,"**Sim**, presença de múltiplas viaturas policiais pode indicar ocorrência de risco ou resposta a incidente nas proximidades, embora não haja ação suspeita visível diretamente nas imagens."
event_20250403_110809_e9b8e587,11,motion_detected/event_20250403_110809_e9b8e587/0001_6994_20250307_101724_frame_20250403_110809_000040.jpg,6994,2025-03-07 10:17:24,"Externo, manhã (07:18), iluminação natural adequada, área de estacionamento com vaga para PCD e faixa de pedestres.","Três veículos passam pela rua da esquerda para a direita (um branco, um escuro e outro branco novamente). Um ciclista aparece nos últimos frames (a partir do frame 0007), seguindo na mesma direção dos carros.","Nenhum comportamento suspeito ou anormal observado. Trânsito normal, sem sinais de invasão, arrombamento ou acesso indevido. O ciclista está na via, aparentemente em movimento contínuo.",Camera 11.,"**Não**, movimentação veicular e de ciclista dentro da normalidade, sem indícios de risco."
event_20250403_091404_c34755c2,22,motion_detected/event_20250403_091404_c34755c2/0001_55410_20250302_230353_frame_20250403_091404_000146.jpg,55410,2025-03-02 23:03:53,"Externo, noite, área residencial com portões e calçadas bem iluminadas.","Um veículo escuro aparece nas imagens da Câmera 05, circulando lentamente pela rua em frente ao portão. O mesmo veículo é visto novamente nas imagens da Câmera 03, passando pela mesma rua em diferentes momentos, sugerindo que está circulando repetidamente pela área.","O comportamento do veículo é suspeito, pois ele circula várias vezes pela mesma rua em um curto intervalo de tempo, o que pode indicar vigilância ou reconhecimento do local. Não há sinais de arrombamento ou presença de pessoas tentando acessar o local.",Câmera 05 e Câmera 03.,"**Sim**, o padrão de movimentação do veículo é incomum e pode indicar comportamento de vigilância ou preparação para uma ação suspeita."
event_20250403_110744_338b958b,15,motion_detected/event_20250403_110744_338b958b/0001_6994_20250307_101724_frame_20250403_110744_000016.jpg,6994,2025-03-07 10:17:24,"Externo, manhã (07:17), iluminação natural adequada, área de estacionamento com vaga para PCD visível.","Trânsito normal de veículos (carros e motos) passando pela rua. Uma pessoa aparece parcialmente visível ao lado direito da imagem, próxima ao muro, aparentemente parada durante toda a sequência.",Nenhum comportamento suspeito ou indicativo de risco observado. A pessoa próxima ao muro não realiza nenhuma ação suspeita ou movimento significativo.,Camera 11.,"**Não**, não há indícios de comportamento suspeito, invasão ou risco à segurança na sequência analisada."
event_20250403_103057_3dd4eced,7,motion_detected/event_20250403_103057_3dd4eced/0001_17205_20250307_002852_frame_20250403_103057_000088.jpg,17205,2025-03-07 00:28:52,"Externo, noite, área industrial ou de depósito com iluminação artificial.","Pelo menos duas pessoas visíveis em movimento ao fundo, próximas a materiais e estruturas. Um veículo branco está estacionado com os faróis acesos, aparentemente com a porta aberta.","As pessoas parecem estar se movimentando entre os materiais, possivelmente manipulando objetos. A presença do veículo com faróis acesos e porta aberta sugere possível retirada ou carregamento de itens. A movimentação noturna em local aparentemente fechado pode indicar atividade suspeita.",L.D. Fundos.,"**Sim**, movimentação de pessoas em horário noturno em área de depósito com possível carregamento de materiais e veículo em posição de retirada indicam risco de furto ou acesso não autorizado."
event_20250402_140812_81b82a7a,7,motion_detected/event_20250402_140812_81b82a7a/0001_6883_20250219_153816_frame_20250402_140808_000066.jpg,6883,2025-02-19 15:38:16,"Externo, dia, calçada urbana com boa iluminação natural.","Um carro prata aparece no início da sequência e depois sai do campo de visão. Duas pessoas caminham pela calçada da direita para a esquerda, uma delas (mulher) passa em frente à câmera.",Nenhum comportamento suspeito ou incomum observado. Trânsito e movimentação de pedestres normais.,Camera 01.,"**Não**, movimentação típica de rua, sem sinais de risco ou comportamento anormal."
event_20250403_115819_956b2299,14,motion_detected/event_20250403_115819_956b2299/0001_7639_20250307_134155_frame_20250403_115805_000137.jpg,7639,2025-03-07 13:41:55,"Externo, dia, rua residencial ou comercial com boa iluminação natural.","- Vários veículos transitando pela rua ao longo da sequência.
  - Um indivíduo aparece nos últimos frames (a partir de 10:46:02), caminhando até um carro estacionado (prata, do lado esquerdo da via), e interage com a porta do veículo.","- O comportamento do indivíduo é potencialmente suspeito: ele se aproxima do carro e tenta abrir a porta, olhando ao redor. Não há indicação clara de que ele seja o proprietário.
  - Não há sinais visíveis de arrombamento ou violência, mas a ação pode indicar tentativa de acesso não autorizado.",frente direita.,"**Sim**, há indício de tentativa de acesso não autorizado a veículo estacionado, com comportamento cauteloso e possivelmente suspeito."
event_20250402_142524_574db192,16,motion_detected/event_20250402_142524_574db192/0001_6884_20250219_153816_frame_20250402_142514_000083.jpg,6884,2025-02-19 15:38:16,"Externo, dia, rua residencial com boa iluminação natural.",Vários veículos passam pela rua ao longo da sequência. Um carro escuro estaciona em frente a um portão branco e permanece parado por vários segundos. Não há presença visível de pessoas fora dos veículos.,Nenhum comportamento suspeito ou anormal é observado. O carro que estaciona não apresenta sinais de tentativa de invasão ou atividade incomum. Nenhuma porta ou janela visivelmente aberta ou danificada.,Camera 02.,"**Não**, movimentação veicular normal em via pública, sem indícios de risco ou comportamento suspeito."
event_20250403_113354_c8cf51c7,14,motion_detected/event_20250403_113354_c8cf51c7/0001_7647_20250307_134155_frame_20250403_113347_000095.jpg,7647,2025-03-07 13:41:55,"Externo, dia, rua residencial com boa iluminação natural.","Dois veículos em movimento são observados na sequência. O primeiro é um carro branco com faixas coloridas (possivelmente um veículo oficial ou de serviço), que passa pela rua. O segundo é um carro vermelho com amarelo (aparentemente um carro de publicidade ou serviço), que também transita normalmente pela via. Há vários veículos estacionados, incluindo um carro branco com a frente visivelmente danificada.","O carro com a frente danificada sugere que houve um acidente anterior, mas não há atividade suspeita ou comportamento de risco visível durante a sequência. Nenhuma interação humana é observada.",frente esquerda.,"**Não**, não há indícios de comportamento suspeito ou risco imediato nas imagens analisadas. Apenas tráfego normal e um veículo previamente danificado."
event_20250402_164111_69dfa316,7,motion_detected/event_20250402_164111_69dfa316/0001_18250_20250228_124222_frame_20250402_164111_000068.jpg,18250,2025-02-28 12:42:22,"Externo, dia, estacionamento com boa iluminação natural.","Dois veículos estacionados (um branco e um escuro). O veículo escuro se move lentamente para frente ao longo da sequência, sugerindo manobra ou saída da vaga. Nenhuma pessoa visível.",Nenhum comportamento suspeito ou sinal de risco aparente. Nenhum sinal de arrombamento ou acesso indevido.,RACK-P2 ZONA 01.,"**Não**, movimentação veicular normal em área de estacionamento, sem indícios de atividade suspeita."
event_20250403_091224_4da7849c,71,motion_detected/event_20250403_091224_4da7849c/0001_55410_20250302_230353_frame_20250403_091221_000046.jpg,55410,2025-03-02 23:03:53,"Externo, noite, área residencial ou comercial com portão fechado e rua movimentada ao fundo. Iluminação adequada por postes de luz.",Diversos veículos passam pela rua ao fundo ao longo da sequência. Nenhuma pessoa visível dentro da área monitorada ou tentando acessar o portão.,Nenhum comportamento suspeito ou indicativo de risco observado. O portão permanece fechado e não há tentativas de acesso ou presença incomum.,Camera 05.,"**Não**, apenas tráfego normal de veículos, sem sinais de invasão ou atividade suspeita."
event_20250402_150700_3c793a13,24,motion_detected/event_20250402_150700_3c793a13/0001_40427_20250221_185342_frame_20250402_150655_000004.jpg,40427,2025-02-21 18:53:42,"Externo, dia, calçada urbana com boa iluminação natural. Também há imagens internas de um hall de entrada com porta de vidro.","Dois indivíduos em uma motocicleta se aproximam pela rua. Um pedestre caminha na calçada. A motocicleta para ao lado do pedestre, e o garupa parece interagir com ele. Em seguida, o pedestre se afasta rapidamente, e a moto permanece parada. A câmera interna mostra a moto se aproximando da entrada do prédio.","A abordagem do pedestre por dois indivíduos em uma moto, com o garupa fazendo gestos com os braços erguidos, sugere uma possível tentativa de assalto. O pedestre se afasta rapidamente, o que reforça a suspeita. A moto se aproxima da entrada do prédio, o que pode indicar tentativa de invasão ou fuga.","Câmera 36 (externa), Câmera 02 (interna).","**Sim**, há forte indício de tentativa de assalto e possível risco de invasão, com comportamento suspeito e evasivo dos envolvidos."
event_20250402_171319_5435f854,7,motion_detected/event_20250402_171319_5435f854/0001_4990_20250228_161321_frame_20250402_171318_000023.jpg,4990,2025-02-28 16:13:21,"Externo, dia, calçada arborizada em área residencial ou comercial, com boa iluminação natural.","Um indivíduo visível em todos os frames, caminhando da rua em direção à lateral do muro. A pessoa se move de forma contínua e aparentemente tranquila.","Nenhum comportamento suspeito ou indicativo de risco é observado. A pessoa parece apenas estar transitando pela calçada, sem interações com o portão, muro ou vegetação.",Camera 04.,"**Não**, não há indícios de comportamento suspeito ou tentativa de acesso indevido."
event_20250402_140451_25399fec,9,motion_detected/event_20250402_140451_25399fec/0001_6896_20250219_153816_frame_20250402_140451_000082.jpg,6896,2025-02-19 15:38:16,"Interno, garagem ou estacionamento coberto, durante o dia com boa iluminação natural vinda da entrada.",Um veículo (carro prata) inicia a sequência estacionado e depois sai da garagem. Nenhuma pessoa visível fora do veículo.,Nenhum comportamento suspeito ou fora do comum. A saída do veículo ocorre de forma ordenada e controlada. O portão está aberto durante a saída e se mantém assim até o final da sequência.,Camera 14.,"**Não**, movimentação normal de veículo saindo da garagem, sem sinais de acesso indevido ou comportamento suspeito."
event_20250402_150632_eb875975,6,motion_detected/event_20250402_150632_eb875975/0001_40426_20250221_185342_frame_20250402_150632_000001.jpg,40426,2025-02-21 18:53:42,"Externo, dia, área de entrada com portão gradeado e vegetação lateral.","Nenhuma pessoa visível diretamente, mas há um veículo estacionado próximo ao portão, parcialmente visível em todos os frames.","O portão está entreaberto durante toda a sequência, o que pode indicar que foi deixado aberto ou não está trancando corretamente. Isso representa um possível risco de acesso não autorizado. Não há sinais de arrombamento visíveis, mas a porta aberta sem presença de pessoas é um alerta.",Camera 05.,"**Sim**, portão de acesso externo permanece aberto sem supervisão aparente, o que pode permitir entrada não autorizada."
event_20250403_102825_0ffbeda4,6,motion_detected/event_20250403_102825_0ffbeda4/0001_17204_20250307_002852_frame_20250403_102824_000093.jpg,17204,2025-03-07 00:28:52,"Externo, noite, área pavimentada ao lado de uma cerca; iluminação artificial presente.",Nenhum visível claramente nos frames.,Nenhum comportamento suspeito ou sinal de arrombamento aparente. A área parece estática e sem movimentação.,FRENTE L.D.,"**Não**, não há indícios de atividade suspeita ou risco visível nesta sequência."
event_20250403_110435_2ec98035,18,motion_detected/event_20250403_110435_2ec98035/0001_6984_20250307_101724_frame_20250403_110430_000136.jpg,6984,2025-03-07 10:17:24,"Externo, dia, área de estacionamento com boa iluminação natural.","- Um indivíduo aparece caminhando na calçada (primeiros frames), aparentemente sem comportamento suspeito.
  - Outro indivíduo (vigia/porteiro) permanece sentado sob guarda-sol durante toda a sequência.
  - Diversos veículos passam pela rua (carros, moto, táxi), todos em movimento normal.
  - Nos dois últimos frames (câmera 02), outro indivíduo caminha pela calçada, também sem ações suspeitas.","Nenhum comportamento incomum, suspeito ou violento observado. Nenhum sinal de arrombamento ou acesso indevido.",Câmeras 01 e 02.,"**Não**, movimentação normal de pedestres e veículos, sem indícios de risco ou atividade suspeita."
event_20250403_110546_a69dc7b4,20,motion_detected/event_20250403_110546_a69dc7b4/0001_6985_20250307_101724_frame_20250403_110546_000055.jpg,6985,2025-03-07 10:17:24,"Externo, dia, área urbana com estacionamento e via pública. Iluminação natural adequada.","Diversos veículos passam pela rua (carros de passeio e uma van branca). Um indivíduo aparece caminhando pela calçada da direita para a esquerda, atravessa a entrada do estacionamento e segue andando.","Nenhum comportamento suspeito ou anormal identificado. O indivíduo caminha normalmente, sem interações com veículos ou tentativa de acesso ao local monitorado. Nenhum sinal de arrombamento ou acesso indevido.",Camera 02.,"**Não**, movimentação normal de pedestres e veículos, sem indícios de risco."
event_20250402_152207_a112c0ac,9,motion_detected/event_20250402_152207_a112c0ac/0001_10774_20250228_101013_frame_20250402_152207_000018.jpg,10774,2025-02-28 10:10:13,"Local externo coberto, provavelmente garagem de prédio residencial, durante o dia, com boa iluminação natural.","Um indivíduo aparece nos primeiros frames (camiseta cinza, bermuda, descalço), interage com o painel de acesso e entra pela porta. Dois veículos estacionados permanecem imóveis durante toda a sequência.","O indivíduo parece utilizar o sistema de acesso normalmente (possivelmente com chave ou senha), sem sinais de arrombamento ou comportamento suspeito. A entrada é feita de forma direta e sem hesitação.",Camera 05.,"**Não**, o comportamento do indivíduo indica acesso autorizado, sem sinais de tentativa de invasão ou atividade suspeita."
event_20250403_113241_df74149a,10,motion_detected/event_20250403_113241_df74149a/0001_7647_20250307_134155_frame_20250403_113241_000030.jpg,7647,2025-03-07 13:41:55,"Externo, dia, rua residencial com sombra de árvores e boa iluminação natural.","Um veículo amarelo (possivelmente um táxi ou carro de aplicativo) se aproxima e para brevemente na calçada direita. Uma pessoa desce do carro e caminha em direção ao lado esquerdo da rua, saindo do campo de visão.",Nenhum comportamento suspeito ou anormal identificado. A ação parece ser uma parada comum para desembarque.,frente esquerda.,"**Não**, movimentação típica de embarque/desembarque em via pública, sem sinais de ameaça ou atividade suspeita."
event_20250402_153119_5e731392,9,motion_detected/event_20250402_153119_5e731392/0001_10785_20250228_101013_frame_20250402_153119_000089.jpg,10785,2025-02-28 10:10:13,"Externo, dia, área cercada com vegetação e calçada. Imagens com interferência e perda de sinal.","Um indivíduo visível nos primeiros frames, caminhando ou se aproximando da câmera.","Presença de pessoa em área aparentemente restrita (cercada), seguida de perda de sinal da câmera, o que pode indicar sabotagem ou tentativa de ocultação de atividade.",Camera 16.,"**Sim**, presença suspeita em área cercada e subsequente perda de vídeo indicam possível tentativa de invasão ou sabotagem."
event_20250402_153028_6d75d183,7,motion_detected/event_20250402_153028_6d75d183/0001_10785_20250228_101013_frame_20250402_153028_000040.jpg,10785,2025-02-28 10:10:13,"Externo, manhã (07:11), área pavimentada entre muros, com vista para espaço aberto com árvores e palmeiras. Iluminação natural, mas com variações de brilho e falhas de imagem.",Nenhum visível claramente ao longo da sequência.,"A sequência mostra degradação progressiva da imagem, culminando em perda total do sinal (""NO VIDEO""). Isso pode indicar falha técnica ou possível sabotagem da câmera.",Camera 16.,"**Sim**, perda repentina e completa do sinal de vídeo pode indicar tentativa de ocultar atividade suspeita ou falha crítica de segurança."
event_20250403_091207_eb29739f,9,motion_detected/event_20250403_091207_eb29739f/0001_55410_20250302_230353_frame_20250403_091207_000032.jpg,55410,2025-03-02 23:03:53,"Externo, noite, área em frente a um portão de entrada com iluminação pública e de veículos.",Um carro preto aparece estacionado ou parado em frente ao portão ao longo da sequência. Não há pessoas visíveis nas imagens.,"O veículo permanece parado por vários segundos em frente ao portão, o que pode indicar observação ou espera. No entanto, não há ações visíveis de tentativa de acesso, arrombamento ou presença de pessoas fora do veículo.",Camera 05.,"**Não**, apesar da parada prolongada do veículo, não há indícios claros de comportamento suspeito ou tentativa de invasão. Monitoramento recomendado caso o veículo permaneça por mais tempo."
