folder_name,image_count,first_image,cam_id,event_datetime,contexto,pessoas,comportamentos,label,avaliacao,scenario_type,real,predict
event_20250403_110345_d4895a53,40,motion_detected_with_yolo/event_20250403_110345_d4895a53/0001_6984_20250307_101724_frame_20250403_110345_000092.jpg,6984,2025-03-07 10:17:24,"Ambiente externo durante o dia, com boa iluminação. Localização em frente a um estacionamento com vista para a rua.","Vários carros passam pela rua. Um ônibus aparece em alguns frames, e eventualmente uma pessoa é vista andando.",Não há comportamentos suspeitos evidentes. Os veículos estão apenas circulando pela rua. A pessoa vista não apresenta ações suspeitas.,"""Camera 01"", ""03-07-2023"", com caixa de identificação de objetos como ""car"" e ""person"".","**Não**, devido à falta de sinais objetivos de comportamento de risco.",camera_analyzer_prompt_external_street,False,False
event_20250402_140834_8e7ff747,6,motion_detected_with_yolo/event_20250402_140834_8e7ff747/0001_6883_20250219_153816_frame_20250402_140834_000092.jpg,6883,2025-02-19 15:38:16,"Ambiente externo, dia, iluminação clara. Local parece ser uma rua residencial com calçada e árvores.",Presença de um veículo passando na rua. Não há pessoas visíveis nas proximidades.,Nenhum comportamento suspeito observado. O veículo apenas passa pela rua sem parar ou reduzir velocidade de forma incomum.,"""Camera 01"", marca d'água visível.","**Não**, não há sinais de risco observáveis nesta sequência de imagens.",camera_analyzer_prompt_external_street,False,False
event_20250403_110902_b869b941,44,motion_detected_with_yolo/event_20250403_110902_b869b941/0001_6994_20250307_101724_frame_20250403_110902_000092.jpg,6994,2025-03-07 10:17:24,"Ambiente externo durante o dia, com boa iluminação. A cena ocorre em uma área de estacionamento frontal próximo a uma rua.","- Inicialmente, há duas pessoas passando pela calçada sem comportamento suspeito.
  - Em seguida, aparecem diversos carros transitando pela rua.
  - Algumas motocicletas passam rapidamente.
  - Veículos, incluindo um ônibus, passam pela área sem reduzir a velocidade ou parar de forma suspeita.","- Não há evidências de tentativas de manipulação de entradas, permanência prolongada na área, ou qualquer comportamento que sugira ameaça à segurança no local.","""Camera 11"", data e hora visíveis.","**Não**, não há comportamentos suspeitos observáveis nas imagens analisadas.",camera_analyzer_prompt_external_street,False,False
event_20250403_110529_22a621b0,11,motion_detected_with_yolo/event_20250403_110529_22a621b0/0001_6985_20250307_101724_frame_20250403_110529_000039.jpg,6985,2025-03-07 10:17:24,"Ambiente externo durante o dia, com boa iluminação. Localizado em uma rua residencial próxima a um estacionamento frontal.",Aproximadamente um carro visível na maioria dos frames e uma pessoa identificada em um dos frames.,Nenhum comportamento de risco evidente. O carro está se movendo pela rua e a pessoa apenas passa por um dos frames sem mostrar comportamento suspeito.,"""car"" e ""person"" visíveis nas imagens.","**Não**, não há sinais objetivos de comportamento suspeito ou de risco na sequência de imagens.",camera_analyzer_prompt_external_street,False,False
event_20250410_145302_70a01170,11,motion_detected_with_yolo/event_20250410_145302_70a01170/0000_altercation_20250410_145302_frame.jpg,altercation,2025-04-10 14:53:02,"Ambiente externo durante a noite, no pátio de um posto de gasolina. A iluminação parece suficiente para visibilidade.","Observam-se cerca de cinco pessoas próximas a um veículo branco parado no local. Dois indivíduos estão nas proximidades de algumas mesas, e um dos indivíduos parece estar apontando algo. Há também duas motocicletas e pelo menos um carro adicional interagindo na cena.","- Um indivíduo está apontando na direção dos outros, o que pode sugerir uma ameaça.
  - A presença de motocicletas paradas e a interação próxima aos veículos podem indicar um comportamento suspeito, principalmente durante a noite.","""27/07/2018 21:34"" visível nas imagens.","**Sim**, devido à postura possivelmente ameaçadora e ao contexto noturno em um posto de gasolina, associado a movimentação e proximidade de motocicletas, que podem indicar risco de segurança.",camera_analyzer_prompt_external_street,True,True
event_20250408_154826_a42130eb,3,motion_detected_with_yolo/event_20250408_154826_a42130eb/0000_lying_down_20250408_154826_frame.jpg,lying,,"Ambiente externo durante o dia, com boa iluminação. A cena ocorre em uma rua residencial ou estacionamento frontal.",Dois indivíduos envolvidos em queda de motocicleta. Há vários carros estacionados.,A queda pode indicar um acidente ou tentativa de manobra em velocidade inadequada. Não há sinais claros de intenção criminosa imediata.,"@1stMrC, detecções de veículos e pessoas.","**Não**, parece ser um acidente sem indícios de ação criminosa.",camera_analyzer_prompt_external_street,True,False
event_20250410_145302_1de172a2,9,motion_detected_with_yolo/event_20250410_145302_1de172a2/0000_robbery_20250410_145302_frame.jpg,robbery,2025-04-10 14:53:02,"Ambiente interno com vista para área de entrada/salida, provavelmente um portão de garagem. Dia, com boa iluminação natural.","Duas pessoas inicialmente sobre motocicletas, que parecem ter sofrido uma queda próxima ao portão. Posteriormente, uma terceira pessoa aparece na cena.",As duas pessoas caindo das motocicletas em frente ao portão pode indicar tentativa de acesso indevido ou acidente. A aproximação e interação com o portão em um contexto que aparenta ser de movimentação rápida e inusual é um indicativo de risco.,"""Datenaoficial""","**Sim**, a queda das motocicletas e a interação das pessoas próximas ao portão em circunstâncias incomuns pode indicar um risco potencial.",camera_analyzer_prompt_external_street,True,True
event_20250403_092022_f63db61a,34,motion_detected_with_yolo/event_20250403_092022_f63db61a/0001_55406_20250302_230353_frame_20250403_092017_000043.jpg,55406,2025-03-02 23:03:53,"Ambiente externo, noite, com iluminação de postes de rua. A cena se passa em uma rua residencial com calçada e portão de entrada.",Diversas pessoas caminhando na calçada. Dois carros estacionados e outros veículos passando pela rua ocasionalmente. Uma motocicleta passa em frente à propriedade.,"- Não há pessoas manipulando entradas ou portões.
  - Não há permanência prolongada ou repetição suspeita de veículos em frente ao imóvel.
  - Não foram observadas motocicletas paradas com ocupantes observando o imóvel.
  - Nenhuma ação coordenada ou uso de vestimentas suspeitas foi identificada.","Tempo e data no canto superior esquerdo, ""Câmera 01"" no canto inferior direito.","**Não**, não há comportamentos objetivamente suspeitos observados que sugerem risco de segurança na sequência de imagens analisada.",camera_analyzer_prompt_external_street,False,False
event_20250408_154826_7490d4e4,2,motion_detected_with_yolo/event_20250408_154826_7490d4e4/0000_lying_down_20250408_154826_frame.jpg,lying,,"Área externa durante o dia, com boa iluminação, localizado em frente a uma casa com jardim e calçada.",Um indivíduo está brincando em uma pequena piscina montável no jardim. Três carros estacionados ou transitando na rua.,"Nenhum comportamento de risco aparente, apenas atividades recreativas.","""FAILARMY ULTIMATE SECURITY CAMERA FAILS""","**Não**, atividade lúdica sem sinais de comportamento suspeito.",camera_analyzer_prompt_external_street,True,False
event_20250403_110825_c72ce50a,21,motion_detected_with_yolo/event_20250403_110825_c72ce50a/0001_6994_20250307_101724_frame_20250403_110825_000056.jpg,6994,2025-03-07 10:17:24,Área externa privada durante o dia com boa iluminação. O ambiente parece ser um estacionamento ou pátio ao lado de um prédio.,"Inicialmente, vários veículos são vistos transitando pela rua. Depois, uma pessoa aparece na calçada ao lado da área externa.","A pessoa na calçada pode ser observada, mas não está em uma posição aparentemente suspeita. Não há interação direta com a propriedade.","Car, Truck, Person","**Não**, pois não há ações suspeitas ou tentativas de acesso à área privada observadas.",camera_analyzer_prompt_external_street,False,False
event_20250403_115614_921a5ad2,8,motion_detected_with_yolo/event_20250403_115614_921a5ad2/0001_7639_20250307_134155_frame_20250403_115614_000028.jpg,7639,2025-03-07 13:41:55,"- Ambiente externo.
  - Dia, com boa iluminação.
  - Rua residencial em frente a um imóvel.","- Vários veículos estacionados e em movimento na rua.
  - Carro branco estacionado ao lado do imóvel.
  - Outro carro movendo-se pela rua.","- Veículo branco permanecendo parado próximo ao imóvel, mas sem ação suspeita visível.
  - Sem evidência de comportamentos arriscados ou pessoas fora do comum.","- ""frente direita""
  - ""intelbras""","- **Não**, não há comportamento suspeito aparente.",camera_analyzer_prompt_external_street,False,False
event_20250408_154827_a5c783c9,3,motion_detected_with_yolo/event_20250408_154827_a5c783c9/0000_sit_20250408_154827_frame.jpg,sit,2025-04-08 15:48:27,"Ambiente interno, bem iluminado, possivelmente uma sala de tribunal.",Cinco pessoas sentadas em uma mesa ou próximas; as ações incluem discussão ou conversa.,"Nenhuma ação de risco aparente observada, como agressão ou roubo.",Nenhum.,"**Não**, nenhuma atividade suspeita ou risco aparente observado.",camera_analyzer_prompt_external_street,True,False
event_20250408_154827_20d6eb21,5,motion_detected_with_yolo/event_20250408_154827_20d6eb21/0000_hit_20250408_154827_frame.jpg,hit,2025-04-08 15:48:27,"Ambiente externo, durante a noite, iluminado por luzes artificiais. Cena em uma rua com calçada e entrada de imóvel.","Aproximadamente cinco pessoas e um carro visível. Motocicletas paradas, pessoas próximas a elas, carro com porta aberta.","Alta concentração de pessoas ao redor de motocicletas e veículo parado com portas abertas. Possível sinal de atividade suspeita ou abordagem de segurança, dado o ambiente noturno e a atividade incomum.","Data e hora visível: ""2013-03-23 00:02:13"" até ""00:02:16"".","**Sim**, comportamento suspeito envolvendo pessoas e veículos estáticos à noite em frente a imóvel, sugerindo possível risco de segurança.",camera_analyzer_prompt_external_street,True,True
event_20250403_110951_999c970a,21,motion_detected_with_yolo/event_20250403_110951_999c970a/0001_6994_20250307_101724_frame_20250403_110947_000137.jpg,6994,2025-03-07 10:17:24,"Ambiente externo, durante o dia, com boa iluminação. A cena ocorre em frente a um portão em uma calçada de rua residencial.","- Uma pessoa inicialmente andando na calçada e depois saindo de cena.
  - Vários carros passam na rua, sem reduzir a velocidade ou parar.","- Nenhum comportamento suspeito detectado na sequência: a pessoa apenas passa pela calçada, não há tentativa de manipular o portão ou observar a propriedade. Os veículos mantêm movimento normal na rua.","Data e hora visíveis nas imagens das câmeras, ""Camera 11""","**Não**, não há sinais de risco, pois a pessoa na calçada não demonstrou interesse no imóvel e os veículos não exibiram comportamento suspeito.",camera_analyzer_prompt_external_street,False,False
event_20250410_145303_c8185c7c,8,motion_detected_with_yolo/event_20250410_145303_c8185c7c/0000_robbery_20250410_145303_frame.jpg,robbery,2025-04-10 14:53:03,"Ambiente externo durante o dia com iluminação natural. O local aparenta ser a entrada de uma propriedade, com fachada e acesso por um caminho de terra.","Há duas pessoas próximas à entrada do imóvel e um carro estacionado. Uma terceira pessoa chega ao local e interage com um dos indivíduos. A terceira pessoa parece se equipar ou ajustar algum objeto próximo à entrada, possivelmente uma moto (apenas o carro está visível).","Um dos indivíduos está usando um capacete, o que é comum ao utilizar motocicletas. O comportamento parece ser de interação normal, sem sinais visíveis de tentar forçar entrada ou agir de forma suspeita.",Carros e pessoas estão rotulados nas imagens.,"**Não**, com base no comportamento observado, não há sinais evidentes de risco. As ações parecem normais e não demonstram intenção negativa.",camera_analyzer_prompt_external_street,True,False
event_20250410_145304_a69efbc6,5,motion_detected_with_yolo/event_20250410_145304_a69efbc6/0000_break-in_20250410_145304_frame.jpg,break-in,2025-04-10 14:53:04,"Área externa durante a noite, iluminação moderada. Cena em frente a um portão de entrada.",Aproximadamente cinco pessoas próximas ao portão e um veículo estacionado ao fundo.,"Nenhum comportamento visível de risco, pessoas parecem interagir normalmente próximas ao portão.","Presença de rótulos indicando ""car"" e ""truck"".","**Não**, não há sinais imediatos de risco na cena observada.",camera_analyzer_prompt_external_street,True,False
event_20250408_154827_5dbc25b2,5,motion_detected_with_yolo/event_20250408_154827_5dbc25b2/0000_hit_20250408_154827_frame.jpg,hit,2025-04-08 15:48:27,"Ambiente externo durante o dia, visibilidade clara com boa iluminação. Cena se passa em uma rua residencial com calçada.","Aproximadamente seis pessoas estão visíveis, com uma motocicleta presente. Algumas pessoas estão próximas à motocicleta, enquanto outras parecem observar ao redor.","Uma pessoa em pé ao lado de uma motocicleta. As outras pessoas estão paradas próximas, uma delas observa o entorno. Essa situação pode indicar comportamento suspeito, especialmente envolvendo a motocicleta. Não há tentativa de manipular entradas visível.","""Shared by HOI GÀ MY MIỀN NAM""","**Sim**, o grupo próximo à motocicleta e observando o entorno pode indicar um risco potencial, embora não sejam observadas ações agressivas ou invasivas.",camera_analyzer_prompt_external_street,True,True
event_20250408_154828_05caaa12,2,motion_detected_with_yolo/event_20250408_154828_05caaa12/0000_throw_20250408_154828_frame.jpg,throw,2025-04-08 15:48:28,Ambiente externo durante o dia com boa iluminação. Cena captada em uma rua residencial.,Aproximadamente quatro carros visíveis. Uma pessoa está próxima a um carro característico de polícia.,"A pessoa está próxima ao carro de polícia, pode estar tentando abrir ou interagir de forma não usual com o veículo.","""ERIN LESLIE"", texto explicativo na parte inferior da segunda imagem.","**Sim**, dado o comportamento suspeito próximo ao carro de polícia.",camera_analyzer_prompt_external_street,True,True
event_20250403_111752_4930dd6b,10,motion_detected_with_yolo/event_20250403_111752_4930dd6b/0001_6990_20250307_101724_frame_20250403_111751_000141.jpg,6990,2025-03-07 10:17:24,"Ambiente interno, bem iluminado, provavelmente uma recepção ou sala de espera.","Uma pessoa visível, parece estar manipulando itens em um balcão.",Não há ações visivelmente suspeitas ou agressivas nas imagens. A pessoa permanece no local sem sinais de comportamento de risco.,"Data e hora visíveis na tela (03-07-2023, Sex 07).","**Não**, a pessoa está apenas manipulando objetos sem sinais de intenções hostis ou suspeitas.",camera_analyzer_prompt_external_street,False,False
event_20250402_140721_e4453231,12,motion_detected_with_yolo/event_20250402_140721_e4453231/0001_6883_20250219_153816_frame_20250402_140721_000021.jpg,6883,2025-02-19 15:38:16,"- Ambiente externo
  - Dia, boa iluminação
  - Rua residencial, calçada, próximo a uma árvore","- Aproximadamente duas pessoas visíveis ao longo da sequência
  - Um carro estacionado visível na calçada","- Um indivíduo caminha pela calçada, não há qualquer tentativa de interferência no veículo ou no imóvel
  - Nenhuma ação suspeita visível, como manipulação de entradas ou comportamento hesitante",Nenhum,"**Não**, não há comportamentos ou sinais de risco observáveis.",camera_analyzer_prompt_external_street,False,False
event_20250410_145302_a6bcedf2,24,motion_detected_with_yolo/event_20250410_145302_a6bcedf2/0000_robbery_20250410_145302_frame.jpg,robbery,2025-04-10 14:53:02,Ambiente externo durante o dia com iluminação clara. Cena em uma calçada com um muro laranja ao lado.,Aproximadamente duas pessoas próximas a uma motocicleta na calçada. Ambas usam capacete. Uma terceira pessoa está ao lado e parece estar manipulando outra motocicleta.,"A proximidade e manipulação da motocicleta em uma posição constante na calçada pode ser vista como suspeita. A presença de duas ou mais pessoas junto a motocicletas, com capacetes, pode indicar uma possível tentativa de furto ou ação coordenada.","""Intelbras"" está visível no canto da imagem.","**Sim**, devido à presença e comportamento suspeito de múltiplas pessoas manipulando motocicletas, especialmente em um contexto de segurança urbana no Brasil.",camera_analyzer_prompt_external_street,True,True
event_20250410_145303_28abe440,5,motion_detected_with_yolo/event_20250410_145303_28abe440/0000_robbery_20250410_145303_frame.jpg,robbery,2025-04-10 14:53:03,"O ambiente é um corredor lateral externo, possivelmente de acesso a veículos, com muros cobertos por vegetação. A cena ocorre durante o dia, com iluminação adequada.","Quatro motocicletas estão entrando pelo portão, cada uma com um piloto. Uma pessoa adicional é vista correndo, aparentando movimentação anormal ou de emergência.","A presença múltipla de motocicletas entrando rapidamente e a pessoa correndo pode indicar uma situação de risco, possivelmente uma tentativa de invasão ou fuga.","Texto ""BRASÍLIA 22°C"" visível.","**Sim**, a situação sugere risco elevado devido ao comportamento coordenado dos veículos, associado à movimentação rápida da pessoa.",camera_analyzer_prompt_external_street,True,True
event_20250408_154830_a2a34495,5,motion_detected_with_yolo/event_20250408_154830_a2a34495/0000_sneak_20250408_154830_frame.jpg,sneak,2025-04-08 15:48:30,"Ambiente externo à noite, com iluminação baixa. A cena parece ser em frente a um portão ou entrada, possivelmente residencial.",Há uma pessoa e uma motocicleta visíveis na cena.,"A pessoa parece estar manipulando algo próximo ao portão. A presença de uma motocicleta posicionada, possivelmente para uma rápida saída, pode indicar comportamento suspeito.",Nenhum,"**Sim**, a presença e ações da pessoa junto à motocicleta, especialmente à noite, sugerem um risco potencial.",camera_analyzer_prompt_external_street,True,True
event_20250408_154830_d10056f5,5,motion_detected_with_yolo/event_20250408_154830_d10056f5/0000_sneak_20250408_154830_frame.jpg,sneak,2025-04-08 15:48:30,"Ambiente externo à noite, com iluminação artificial mínima. Local parece ser um estacionamento frontal ou área de entrada com veículos presentes.","Três pessoas visíveis, todas usando vestimentas escuras com capuz. Dois veículos estão próximos; um deles parece ser um grande caminhão utilitário.",As pessoas estão agachadas e manipulando algo próximo aos veículos. A presença de capuzes à noite e a posição agachada sugere comportamento suspeito.,"Texto visível na parte superior esquerda: ""1. CAM1"", e data/tempo na parte inferior.","**Sim**, comportamentos indicam risco por estarem manipulando veículos ou instalações em situação suspeita, possivelmente tentando algo ilícito.",camera_analyzer_prompt_external_street,True,True
event_20250403_113729_6e0a44fe,6,motion_detected_with_yolo/event_20250403_113729_6e0a44fe/0001_7645_20250307_134155_frame_20250403_113729_000004.jpg,7645,2025-03-07 13:41:55,"Ambiente externo durante o dia, com boa iluminação. A área parece ser um quintal ou entrada, visível através de uma câmera apontando para um portão de entrada.",Nenhuma pessoa ou veículo observados nas imagens.,Nenhum comportamento suspeito ou sinal de risco visível.,"""Intelbras"" e ""Portao entrada"".","**Não**, nenhuma atividade suspeita observada.",camera_analyzer_prompt_external_street,False,False
event_20250408_154827_550cbaa0,2,motion_detected_with_yolo/event_20250408_154827_550cbaa0/0000_walk_20250408_154827_frame.jpg,walk,2025-04-08 15:48:27,"Ambiente interno, dia, loja ou escritório com balcão de atendimento.",Duas pessoas próximas ao balcão de atendimento.,"Uma pessoa atrás do balcão, outra na frente interagindo. Possível tentativa de roubo ou comportamento suspeito devido à posição atrás do balcão.","""LiveLeak"", marcações de detecção de pessoa e probabilidade.","**Sim**, a posição das pessoas pode indicar um risco de segurança se não forem funcionários ou clientes autorizados.",camera_analyzer_prompt_external_street,True,True
event_20250408_154828_2b362832,3,motion_detected_with_yolo/event_20250408_154828_2b362832/0000_fall_20250408_154828_frame.jpg,fall,2025-04-08 15:48:28,"Ambiente interno com iluminação artificial, possivelmente noturna. Entrada de um prédio visível através de portas de vidro.",Três pessoas presentes. Uma delas está correndo em direção à saída enquanto as outras duas parecem estar interagindo próximo à entrada.,"Uma pessoa está correndo de forma agitada em direção à saída, o que pode indicar uma situação de alarme ou pânico. As outras duas pessoas estão próximas à entrada, não exibindo sinais imediatos de risco.",Nenhum,"**Sim**, devido à ação de uma pessoa correndo rapidamente em um local de entrada/saída, o que pode indicar uma situação urgente.",camera_analyzer_prompt_external_street,True,True
event_20250403_101251_f265bb7e,16,motion_detected_with_yolo/event_20250403_101251_f265bb7e/0001_17201_20250307_002851_frame_20250403_101250_000102.jpg,17201,2025-03-07 00:28:51,"O ambiente é externo, durante a noite, com iluminação artificial presente. A cena ocorre em uma calçada ao lado de uma rua.","Aproximadamente um veículo (possivelmente uma motocicleta) que se aproxima e em seguida se afasta, conforme o brilho das luzes aumenta e diminui.","Não há sinais visíveis de pessoas, apenas o brilho de luzes que poderia sugerir um veículo transitando. Não há comportamentos de risco claros nas imagens analisadas.","""Frente,L,E"" e uma marca d'água da data e hora são visíveis.","**Não**, pois não há comportamentos suspeitos ou de risco identificados nas imagens. Apenas o passagem de um veículo é observada.",camera_analyzer_prompt_external_street,False,False
event_20250403_110712_5aa7d505,21,motion_detected_with_yolo/event_20250403_110712_5aa7d505/0001_6985_20250307_101724_frame_20250403_110706_000134.jpg,6985,2025-03-07 10:17:24,"Ambiente externo, durante o dia, com boa iluminação. Cena em rua residencial em frente a um imóvel, com calçada e portão visíveis.","Aproximadamente uma pessoa e múltiplos veículos. A pessoa se move na calçada, enquanto vários carros passam pela rua.","Nenhum comportamento de risco aparente. A pessoa está apenas caminhando, e os veículos seguem pela rua sem indicar comportamento suspeito.","""Camera 02"" e ""Camera 11"" visíveis.","**Não**, não há sinais de comportamento suspeito ou de risco observados.",camera_analyzer_prompt_external_street,False,False
event_20250410_145303_7f97b2f6,25,motion_detected_with_yolo/event_20250410_145303_7f97b2f6/0000_robbery_20250410_145303_frame.jpg,robbery,2025-04-10 14:53:03,"Ambiente externo em um posto de gasolina durante o dia, com boa iluminação.","- Um carro cinza estacionado próximo a uma bomba de gasolina.
  - Três pessoas próximas ao veículo, duas delas com comportamento aparentemente agressivo.","- As duas pessoas próximas ao carro estão usando capuzes e parecem estar em um possível assalto, uma delas apontando o que parece ser uma arma.
  - A terceira pessoa parece estar reagindo ou sendo intimidada, com as mãos levantadas.","""canal uol""","**Sim**, comportamento agressivo e intimidador que indica uma situação de alto risco.",camera_analyzer_prompt_external_street,True,True
event_20250408_154828_7e69c268,3,motion_detected_with_yolo/event_20250408_154828_7e69c268/0000_throw_20250408_154828_frame.jpg,throw,2025-04-08 15:48:28,"Ambiente interno, bem iluminado, provavelmente uma loja ou recepção.",Três pessoas visíveis. Dois parecem estar em uma situação de atendimento e uma provavelmente é atendente. Não há sinais claros de atividade suspeita.,Nenhuma ação de risco aparente é observada. As pessoas parecem envolvidas em interações normais de loja ou recepção.,"""Problem Solving""","**Não**, as pessoas estão em interações regulares sem sinais de comportamento suspeito.",camera_analyzer_prompt_external_street,True,False
event_20250408_154829_ae55aced,5,motion_detected_with_yolo/event_20250408_154829_ae55aced/0000_struggle_20250408_154829_frame.jpg,struggle,2025-04-08 15:48:29,"Ambiente interno, iluminação diurna, parece ser uma sala com uma cama.","Duas pessoas no local. Uma parece estar atacando a outra, com ações físicas agressivas visíveis.","Contato físico agressivo entre as duas pessoas, situação de potencial violência.","""WE WANT MORE FACTS"" visível.","**Sim**, devido à presença de ações agressivas que indicam risco físico.",camera_analyzer_prompt_external_street,True,True
event_20250408_154826_22dc91e2,3,motion_detected_with_yolo/event_20250408_154826_22dc91e2/0000_kick_20250408_154826_frame.jpg,kick,2025-04-08 15:48:26,"Ambiente interno, academia, iluminação adequada para exercício físico.","Duas pessoas. Uma pessoa está carregando outra em uma posição incomum, movendo-se rapidamente.","Ação aparentemente descontrolada de carregar uma pessoa e cair, potencial risco de lesão.",@BAHIJKADDOURA,"**Sim**, comportamento pode levar a lesões e indicações de falta de controle/supervisão no ambiente.",camera_analyzer_prompt_external_street,True,True
