folder_name,image_count,first_image,cam_id,event_datetime,contexto,pessoas,comportamentos,label,avaliacao,scenario_type,real,predict
event_20250403_110712_5aa7d505,21,motion_detected/event_20250403_110712_5aa7d505/0001_6985_20250307_101724_frame_20250403_110706_000134.jpg,6985,2025-03-07 10:17:24,"Ambiente externo, diurno, aparentemente em uma rua residencial com estacionamento frontal.",Existem várias pessoas e carros visíveis nas imagens. Pessoas estão andando pela calçada e carros estão circulando normalmente.,"Nenhum comportamento suspeito evidente, como tentativa de entrada forçada, permanência prolongada ou vigilância atenta. As pessoas parecem andar normalmente.","Presença de texto com data e hora, e número de câmera (""Camera 11"").","**Não**, não há comportamentos observáveis associados a risco nesta sequência.",camera_analyzer_prompt_external_street,False,False
event_20250410_145303_7f97b2f6,25,motion_detected/event_20250410_145303_7f97b2f6/0000_robbery_20250410_145303_frame.jpg,robbery,2025-04-10 14:53:03,Área externa de um posto de combustível durante o dia com boa iluminação. A cena ocorre na área de abastecimento de veículos.,"- Veículo: Uma caminhonete cinza estacionada na bomba de combustível.
  - Pessoas: Várias pessoas identificadas. Uma pessoa dentro do veículo e duas figuras se aproximando, estando uma delas armada.","- Abordagem armada: Dois indivíduos se aproximam do veículo, com um deles apontando uma arma para o motorista.
  - Ação coordenada: Os abordantes agem juntos de forma ameaçadora.","""UOL"" visível no canto do vídeo.","**Sim**, devido à abordagem armada e comportamento explicitamente ameaçador por parte dos indivíduos.",camera_analyzer_prompt_external_street,True,True
event_20250408_154828_7e69c268,3,motion_detected/event_20250408_154828_7e69c268/0000_throw_20250408_154828_frame.jpg,throw,2025-04-08 15:48:28,"Ambiente interno, bem iluminado, provavelmente uma área de escritório ou recepção.","Aproximadamente três pessoas visíveis, em um ambiente de trabalho.","Uma pessoa parece estar em movimento rápido, mas não há sinais claros de comportamento agressivo ou furtivo.","""PROBLEM SOLVING"" visível na parede.","**Não**, ambiente parece descontraído sem comportamento claramente arriscado ou agressivo.",camera_analyzer_prompt_external_street,True,False
event_20250408_154829_ae55aced,5,motion_detected/event_20250408_154829_ae55aced/0000_struggle_20250408_154829_frame.jpg,struggle,2025-04-08 15:48:29,"Ambiente interno, iluminação diurna, parece ser uma sala com janela aberta.","Duas pessoas, a ação sugere uma interação física intensa que pode ser considerada uma luta.","As duas pessoas estão envolvidas em uma luta física visível, sugerindo um potencial risco de segurança.","""WE WANT MORE FACTS"" e número ""1"" no canto inferior esquerdo.","**Sim**, o risco é alto devido à luta física observada, podendo levar a lesões.",camera_analyzer_prompt_external_street,True,True
event_20250408_154826_22dc91e2,3,motion_detected/event_20250408_154826_22dc91e2/0000_kick_20250408_154826_frame.jpg,kick,2025-04-08 15:48:26,"Academia interna, bem iluminada, equipamentos de ginástica visíveis.","Cerca de duas pessoas visíveis na cena, envolvidas em ação física.","Ação de queda conjunta e movimentos físicos bruscos, possíveis práticas de treino. Nenhum comportamento destrutivo ou agressão visível.","""@BAHIJKADDOURA""","**Não**, ações parecem ser parte de treinamento físico controlado.",camera_analyzer_prompt_external_street,True,False
event_20250403_110809_e9b8e587,11,motion_detected/event_20250403_110809_e9b8e587/0001_6994_20250307_101724_frame_20250403_110809_000040.jpg,6994,2025-03-07 10:17:24,Ambiente externo durante o dia. Iluminação diurna adequada. Localizado em uma rua residencial com calçada e estacionamento frontal visível.,Aproximadamente dois carros detectados ao longo das imagens. Não há pessoas visíveis.,"Os veículos parecem estar circulando normalmente, sem sinais de manobras suspeitas ou de permanência prolongada. Não há detecção de motocicletas ou comportamentos que possam indicar risco à segurança.",Texto da câmera e data visíveis.,"**Não**, não há comportamentos suspeitos ou indicativos de risco presente na sequência de imagens.",camera_analyzer_prompt_external_street,False,False
event_20250408_154826_0a85b8b5,4,motion_detected/event_20250408_154826_0a85b8b5/0000_grab_20250408_154826_frame.jpg,grab,2025-04-08 15:48:26,"Ambiente interno, bem iluminado, possivelmente uma área de manutenção ou escritório.",Duas pessoas presentes. Uma pessoa parece estar entregando ou trocando um objeto com a outra.,Interação parece ser consentida; nenhuma tentativa aparente de abrir gavetas ou portas de maneira suspeita.,Marcas d'água visíveis no canto superior direito.,"**Não**, a interação observada não apresenta sinais de risco perceptíveis.",camera_analyzer_prompt_external_street,True,False
event_20250403_091404_c34755c2,22,motion_detected/event_20250403_091404_c34755c2/0001_55410_20250302_230353_frame_20250403_091404_000146.jpg,55410,2025-03-02 23:03:53,"Ambiente externo, noturno, boa iluminação. Localização em frente a um portão de entrada e calçada de uma rua.",Não há pessoas visíveis. Veículos aparecem passando pela rua.,Nenhum comportamento suspeito aparente. Apenas trânsito normal de veículos.,"""Camera 05"" e ""Camera 03"" visíveis.","**Não**, nenhum comportamento suspeito foi observado.",camera_analyzer_prompt_external_street,False,False
event_20250403_110744_338b958b,15,motion_detected/event_20250403_110744_338b958b/0001_6994_20250307_101724_frame_20250403_110744_000016.jpg,6994,2025-03-07 10:17:24,"Área externa durante o dia, com boa iluminação. A cena está situada na calçada de uma rua residencial ou comercial, de frente para um portão ou estacionamento.","- Presença variável de veículos em sequência, incluindo carros e motocicletas.
  - Duas motocicletas observadas inicialmente, junto com um carro.
  - Carros transitam continuamente nos frames subsequentes.","- As motocicletas aparecem juntas e podem representar risco potencial.
  - Nenhum outro comportamento visual de risco como tentativa de invasão ou pessoas caminhando de forma suspeita.","""Camera 11""","**Sim**, pela presença inicial de motocicletas juntas, o que pode indicar risco potencial em um contexto urbano, apesar de não haver outros sinais visíveis de comportamento perigoso.",camera_analyzer_prompt_external_street,False,True
event_20250403_103057_3dd4eced,7,motion_detected/event_20250403_103057_3dd4eced/0001_17205_20250307_002852_frame_20250403_103057_000088.jpg,17205,2025-03-07 00:28:52,Área externa durante a noite com iluminação artificial. A cena parece ser uma área de fundos ou de estacionamento.,Nenhuma pessoa ou veículo é detectado nas imagens.,Nenhum comportamento suspeito ou sinal de risco detectado.,"""Intelbras L.D. Fundos"" visível nas imagens.","**Não**, não há atividades ou presenças que indiquem risco na sequência analisada.",camera_analyzer_prompt_external_street,False,False
event_20250408_154829_43c0b5c1,2,motion_detected/event_20250408_154829_43c0b5c1/0000_struggle_20250408_154829_frame.jpg,struggle,2025-04-08 15:48:29,Ambiente externo durante o dia; iluminação natural; cena captada em uma calçada próxima a um portão de entrada.,"Três pessoas visíveis, sem veículos diretamente envolvidos.","Duas pessoas próximas envolvidas em um possível confronto físico, enquanto a terceira pessoa observa a cena. Indícios de agressão física.","""Camera 1"" no canto inferior direito.","**Sim**, devido ao confronto físico envolvendo as duas pessoas, indicando uma situação de risco.",camera_analyzer_prompt_external_street,True,True
event_20250410_145304_211eddc9,11,motion_detected/event_20250410_145304_211eddc9/0000_climbing-wall_20250410_145304_frame.jpg,climbing-wall,2025-04-10 14:53:04,"Área externa em uma rua residencial, durante o dia, com boa iluminação.",Uma pessoa detectada escalando a parede de um imóvel. Uma motocicleta estacionada do lado oposto da rua.,A escalada da parede indica tentativa de invasão. A presença da motocicleta pode sugerir um meio para fuga rápida. Esses comportamentos representam um risco elevado à segurança do imóvel.,"Um texto ou marca d'água ""intelbras"" visível.","**Sim**, devido à tentativa de escalada e possível invasão associada à presença da motocicleta.",camera_analyzer_prompt_external_street,True,True
event_20250408_154829_68936014,4,motion_detected/event_20250408_154829_68936014/0000_sneak_20250408_154829_frame.jpg,sneak,2025-04-08 15:48:29,"Ambiente interno, provavelmente uma sala de estar. O ambiente está escuro, possivelmente à noite, com iluminação infravermelha.",N/A,"As pessoas estão rastejando, o que pode indicar uma tentativa de evitar serem vistas. Um dos indivíduos parece estar procurando ou se aproximando de um objeto sobre a mesa.",Nenhum,"**Sim**, o comportamento furtivo e a tentativa aparente de não serem detectados indicam um risco potencial de invasão ou furto.",camera_analyzer_prompt_external_street,True,True
event_20250402_140812_81b82a7a,7,motion_detected/event_20250402_140812_81b82a7a/0001_6883_20250219_153816_frame_20250402_140808_000066.jpg,6883,2025-02-19 15:38:16,"Ambiente externo durante o dia, com boa iluminação. A cena ocorre em uma rua residencial com calçada visível.","Um carro está presente no primeiro frame, e uma pessoa é detectada no sexto frame.","Nenhum comportamento de risco evidente. Não há tentativa de forçar entradas, nem comportamentos suspeitos associados a motos.","""Camera 01"" visível nas imagens.","**Não**, não há sinais objetivos de risco presente na sequência analisada.",camera_analyzer_prompt_external_street,False,False
event_20250403_115819_956b2299,14,motion_detected/event_20250403_115819_956b2299/0001_7639_20250307_134155_frame_20250403_115805_000137.jpg,7639,2025-03-07 13:41:55,"Ambiente externo durante o dia. Boa iluminação. Imagens de uma rua residencial, com calçada e veículos estacionados.","Há vários carros nas imagens, alguns em movimento e outros estacionados. Não há indicação de motos ou pessoas andando próximas aos imóveis.","Não há comportamentos associados a risco observáveis, como tentativas de manipulação de entradas, permanência prolongada, ou motos com dois ocupantes.","""Intelbras"" visível e data/hora no canto superior direito (""frente direita"" no canto inferior esquerdo).","**Não**, não há sinais objetivos de comportamento suspeito ou de risco nas imagens observadas.",camera_analyzer_prompt_external_street,False,False
event_20250410_145304_b48dca52,10,motion_detected/event_20250410_145304_b48dca52/0000_break-in_20250410_145304_frame.jpg,break-in,2025-04-10 14:53:04,Imagem interna de um estabelecimento (provavelmente uma loja) com vista noturna para uma área externa por meio de uma grande porta de vidro. A iluminação parece ser fornecida principalmente por luz artificial.,"Uma pessoa está visível, movendo-se dentro do espaço da loja.","- Indivíduo presente dentro da loja durante a noite, quando presumivelmente deveria estar fechada.
  - Pessoas na área onde geralmente não há circulação de público nesse horário.
  - Movimento dentro do espaço comercial sem indicação de intenção legítima (ex.: uniforme de trabalho ou crachá visível).","Presença de rotulação na imagem: ""BalançoGeralSE"" e data/hora de captação: 23/02/2018, com horário das 5:42 às 6:05.","**Sim**, presença não autorizada em um estabelecimento comercial durante a noite, sugerindo uma intrusão ou possível tentativa de furto.",camera_analyzer_prompt_external_street,True,True
event_20250402_142524_574db192,16,motion_detected/event_20250402_142524_574db192/0001_6884_20250219_153816_frame_20250402_142514_000083.jpg,6884,2025-02-19 15:38:16,"Ambiente externo, rua residencial durante o dia com boa iluminação.",Presença de vários carros; não há detecção de pessoas nas imagens.,"Nenhum comportamento suspeito ou associado a risco observado. Somente carros passando ocasionalmente, nenhum mostrando comportamento suspeito.",Camera 82,"**Não**, não há comportamentos observáveis que indiquem risco.",camera_analyzer_prompt_external_street,False,False
event_20250403_113354_c8cf51c7,14,motion_detected/event_20250403_113354_c8cf51c7/0001_7647_20250307_134155_frame_20250403_113347_000095.jpg,7647,2025-03-07 13:41:55,"Ambiente externo durante o dia, com boa iluminação natural. A cena ocorre em uma rua residencial com calçada e veículos estacionados.","Presença de diversos carros estacionados e um veículo colorido em movimento que passa pela rua. O veículo colorido foi classificado como ""carro"" e ""barco"", ressaltando um possível erro de detecção.","Não há comportamentos de risco observáveis nas imagens, como tentativas de invasão, permanência prolongada ou circulação suspeita.","""intelbras"", ""frente esquerda"", e a data e hora ""2025-03-07 10:44:16"" estão visíveis.","**Não**, não há sinais de comportamento suspeito ou risco aparente nas imagens analisadas.",camera_analyzer_prompt_external_street,False,False
event_20250402_164111_69dfa316,7,motion_detected/event_20250402_164111_69dfa316/0001_18250_20250228_124222_frame_20250402_164111_000068.jpg,18250,2025-02-28 12:42:22,"Ambiente externo durante o dia com boa iluminação. Estacionamento frontal de um imóvel, possivelmente comercial, com área de grama e palmeiras.","Em média, duas a três carretas ou caminhonetes estacionadas. Nenhuma pessoa visível nas imagens ou apresentando comportamento incomum.",Não há comportamentos suspeitos visíveis. Veículos estão estacionados de forma regular e não exibem movimentação que indique risco.,RACK-PZ ZONA:01,"**Não**, todos os veículos estão parados sem atividades suspeitas observáveis.",camera_analyzer_prompt_external_street,False,False
event_20250403_091224_4da7849c,71,motion_detected/event_20250403_091224_4da7849c/0001_55410_20250302_230353_frame_20250403_091221_000046.jpg,55410,2025-03-02 23:03:53,"Ambiente externo, noturno com iluminação artificial, provavelmente em frente a um portão residencial.",Veículo branco aparece circulando e parando várias vezes perto do portão. Não há pessoas detectadas em ações suspeitas no perímetro.,"O veículo é visto várias vezes perto da propriedade, parando e estacionando. Isso pode indicar uma situação de vigilância ou espera.",Camera 95,"**Sim**, devido à repetida presença e proximidade do veículo ao portão, o comportamento é classificado como de risco médio.",camera_analyzer_prompt_external_street,False,True
event_20250402_150700_3c793a13,24,motion_detected/event_20250402_150700_3c793a13/0001_40427_20250221_185342_frame_20250402_150655_000004.jpg,40427,2025-02-21 18:53:42,"Ambiente externo, iluminação diurna, rua residencial com calçada e portão de entrada visíveis.",Presença de uma motocicleta com dois ocupantes parada em frente ao imóvel; uma pessoa andando pela calçada.,"A motocicleta permanece parada com os ocupantes olhando em direção ao imóvel, comportamento que pode ser considerado suspeito.","""Camera 96""","**Sim**, a motocicleta parada e os ocupantes observando o imóvel é um comportamento que pode indicar risco.",camera_analyzer_prompt_external_street,False,True
event_20250402_171319_5435f854,7,motion_detected/event_20250402_171319_5435f854/0001_4990_20250228_161321_frame_20250402_171318_000023.jpg,4990,2025-02-28 16:13:21,"Ambiente externo durante o dia, com boa iluminação. A cena ocorre em uma calçada de rua residencial, próximo a um muro.","Há um carro detectado em uma das imagens, porém não é possível identificar comportamentos detalhados de pessoas ou outros veículos.",Nenhum comportamento suspeito observado nas imagens disponíveis. O carro detectado não demonstra ações específicas de risco.,Camera 04,"**Não**, com base nas imagens, não há indicação de comportamentos de risco.",camera_analyzer_prompt_external_street,False,False
event_20250408_154826_76dbc5b4,5,motion_detected/event_20250408_154826_76dbc5b4/0000_grab_20250408_154826_frame.jpg,grab,2025-04-08 15:48:26,Ambiente interno com iluminação artificial. Parece ser uma loja devido ao balcão e itens expostos na parede.,"Aproximadamente 3 pessoas. Uma pessoa está atrás do balcão, interagindo com outra do lado de fora dele. Outra pessoa aparece ao fundo.",Nenhum comportamento de risco aparente; parece ser uma transação normal no balcão.,"""CAM02"" e data/hora visível.","**Não**, interações parecem normais e não indicam risco imediato.",camera_analyzer_prompt_external_street,True,False
event_20250402_140451_25399fec,9,motion_detected/event_20250402_140451_25399fec/0001_6896_20250219_153816_frame_20250402_140451_000082.jpg,6896,2025-02-19 15:38:16,"Ambiente interno de estacionamento com vista para área externa. Dia, iluminação clara. Tipo de área: garagem.",Presença de um veículo saindo do estacionamento.,Nenhum comportamento de risco observado. Veículo apenas saindo do local.,Câmera 14,"**Não**, operação normal de saída de veículo.",camera_analyzer_prompt_external_street,False,False
event_20250408_154828_fe8760c3,4,motion_detected/event_20250408_154828_fe8760c3/0000_gun_20250408_154828_frame.jpg,gun,2025-04-08 15:48:28,"Ambiente externo, iluminação de noite, local parece ser em frente a uma loja ou estabelecimento.",Aproximadamente duas pessoas próximas a um veículo estacionado. O veículo está estacionado perto de uma entrada.,"Pessoa se aproximando da entrada, possivelmente entrando ou saindo do estabelecimento. Não há sinais objetivos de risco visíveis.",Camera8,"**Não**, não há comportamentos ou sinais de risco observados nas imagens fornecidas.",camera_analyzer_prompt_external_street,True,False
event_20250402_150632_eb875975,6,motion_detected/event_20250402_150632_eb875975/0001_40426_20250221_185342_frame_20250402_150632_000001.jpg,40426,2025-02-21 18:53:42,Ambiente interno com vista para uma área externa privada. A iluminação parece diurna. A área visualizada inclui um corredor lateral com vegetação e um portão de grade.,Nenhuma pessoa detectada nas imagens.,Nenhum comportamento suspeito visível.,"Datas e horas sobrepostas (02-21-25 15:39), ""Channel 05"".","**Não**, nenhum risco aparente, já que não há presença de pessoas ou ações suspeitas.",camera_analyzer_prompt_external_street,False,False
event_20250408_154828_6ca93aa5,3,motion_detected/event_20250408_154828_6ca93aa5/0000_gun_20250408_154828_frame.jpg,gun,2025-04-08 15:48:28,"Ambiente externo em uma área arborizada, durante o dia com boa iluminação. A cena se passa em uma estrada ou estacionamento com vegetação ao fundo.","Há dois veículos presentes: um carro cinza e um carro branco, aparentemente de polícia. Uma pessoa visível, aparentemente policial, direcionando uma arma em direção ao veículo cinza.","A presença de uma pessoa armada apontando uma arma em direção a um veículo sugere uma situação de risco elevado, possivelmente envolvendo uma intervenção policial.","""MAINE AG'S OFFICE""","**Sim**, devido à presença de uma arma e a aparente ação policial, indicando uma situação potencialmente perigosa.",camera_analyzer_prompt_external_street,True,True
event_20250403_102825_0ffbeda4,6,motion_detected/event_20250403_102825_0ffbeda4/0001_17204_20250307_002852_frame_20250403_102824_000093.jpg,17204,2025-03-07 00:28:52,"Ambiente externo à noite, iluminação nas proximidades do local da câmera. Cena em uma rua residencial com calçada e portão de entrada visíveis.",Não há pessoas ou veículos presentes nas imagens.,Nenhum comportamento de risco observado. Apenas um hidrante de incêndio detectado na primeira imagem.,"""INTELBRAS"" no canto superior esquerdo; ""FRENTE L.D"" no canto inferior esquerdo.","**Não**, sem atividade suspeita ou comportamentos de risco visíveis.",camera_analyzer_prompt_external_street,False,False
event_20250410_145303_26161e43,33,motion_detected/event_20250410_145303_26161e43/0000_robbery_20250410_145303_frame.jpg,robbery,2025-04-10 14:53:03,"Área externa durante o dia, iluminação clara. Cena em uma rua urbana com calçada e veículos estacionados.","Dois carros estacionados na calçada, uma caminhonete branca e um carro prata. Um homem andando pela calçada ao lado dos veículos.","O homem caminha paralelamente aos veículos estacionados, sem mostrar comportamentos visivelmente ameaçadores ou suspeitos.","Data e hora ""2019-05-16 08:09:26"" a ""2019-05-16 08:09:53"".","**Não**, aparentemente não há comportamento suspeito nem indicação de risco observável.",camera_analyzer_prompt_external_street,True,False
event_20250410_145303_22890143,7,motion_detected/event_20250410_145303_22890143/0000_robbery_20250410_145303_frame.jpg,robbery,2025-04-10 14:53:03,"Ambiente interno de uma farmácia ou loja, iluminado, provavelmente durante a noite.","Duas pessoas inicialmente, uma delas usando capuz e próxima a um corredor, outra com boné e máscara.",Uma pessoa se aproxima da câmera e ajusta a roupa como se estivesse escondendo o rosto. A outra está focada em movimentar-se rapidamente. O comportamento sugere alerta ou tentativa de ocultação.,"""PRIMEIROJORNAL"" visível no canto superior esquerdo.","**Sim**, devido ao comportamento suspeito de ocultação e movimentação rápida, potencialmente indicando intenção ilícita.",camera_analyzer_prompt_external_street,True,True
event_20250403_110435_2ec98035,18,motion_detected/event_20250403_110435_2ec98035/0001_6984_20250307_101724_frame_20250403_110430_000136.jpg,6984,2025-03-07 10:17:24,"Ambiente externo durante o dia, com boa iluminação. Local: área de estacionamento frontal próximo a uma rua.","- Pessoas: Uma pessoa observada caminhando pela calçada.
  - Veículos: Vários carros passando pela rua, uma motocicleta passando.","- A pessoa está caminhando pelo local, sem posturas suspeitas ou hesitantes.
  - A motocicleta passa rapidamente, sem comportamento suspeito como parar ou circular em baixa velocidade.
  - Os veículos na rua estão se movendo normalmente, sem paradas suspeitas.",Data e hora visíveis no canto superior esquerdo. Marca “Camera 01” visível.,"**Não**, não há comportamentos ou ações que indiquem risco à segurança na cena observada.",camera_analyzer_prompt_external_street,False,False
event_20250410_145304_84c6a861,9,motion_detected/event_20250410_145304_84c6a861/0000_break-in_20250410_145304_frame.jpg,break-in,2025-04-10 14:53:04,"Ambiente interno de corredor com vista para uma área externa privada. A iluminação parece noturna, indicada pela baixa luminosidade e horário. A área externa é um corredor ou passagem junto a uma porta com vidro.",Aproximadamente duas pessoas visíveis do lado de fora da porta de vidro em diferentes momentos da sequência.,"Pessoas próximas à porta de vidro, uma delas abrindo ou tentando abrir a porta para acessar o ambiente interno. Nota-se movimentação de entrada forçada.",Data e hora são visíveis no canto superior esquerdo.,"**Sim**, devido à tentativa de entrada não autorizada através da porta de vidro, indicando um possível risco de invasão ou intrusão.",camera_analyzer_prompt_external_street,True,True
event_20250408_154827_bcf6e29e,3,motion_detected/event_20250408_154827_bcf6e29e/0000_hit_20250408_154827_frame.jpg,hit,2025-04-08 15:48:27,"Ambiente interno, iluminação suficiente indicando dia ou ambiente bem iluminado, parece ser uma loja com produtos expostos.",Cerca de 3 pessoas envolvidas. Individuo parece esconder rosto ao notar a câmera.,Interação agressiva entre as pessoas. Movimentação rápida e tumultuada. Possível tentativa de agressão ou desordem.,Nenhum,"**Sim**, comportamento agressivo e potencial para agressão dentro do ambiente.",camera_analyzer_prompt_external_street,True,True
event_20250403_110546_a69dc7b4,20,motion_detected/event_20250403_110546_a69dc7b4/0001_6985_20250307_101724_frame_20250403_110546_000055.jpg,6985,2025-03-07 10:17:24,"Ambiente externo durante o dia, com boa iluminação. A cena ocorre em uma rua residencial com calçada e entrada de estacionamento.",Vários carros passando pela rua e uma motocicleta aparece em um dos frames. Uma pessoa em pé na calçada é visível em alguns frames.,Não há sinais claros de comportamento suspeito; os veículos estão em movimento normal e a pessoa na calçada parece estar apenas caminhando.,Camera 02,"**Não**, não há comportamentos suspeitos observados.",camera_analyzer_prompt_external_street,False,False
event_20250410_145301_4de8a0e3,23,motion_detected/event_20250410_145301_4de8a0e3/0000_burglary_20250410_145301_frame.jpg,burglary,2025-04-10 14:53:01,"Ambiente interno, à noite, condição de iluminação baixa. Parece ser um escritório.",Aproximadamente duas pessoas. Ambas estão movendo-se rapidamente e carregando objetos.,As duas pessoas estão envolvidas no que parece ser um roubo. Estão retirando objetos do local e uma delas usa uma lanterna.,Nenhum,"**Sim**, devido ao comportamento claramente suspeito e indicativo de um roubo em andamento.",camera_analyzer_prompt_external_street,True,True
event_20250402_152207_a112c0ac,9,motion_detected/event_20250402_152207_a112c0ac/0001_10774_20250228_101013_frame_20250402_152207_000018.jpg,10774,2025-02-28 10:10:13,"Área de entrada de garagem em um ambiente interno, com vista para veículos estacionados. Dia claro com boa iluminação.","Uma pessoa visível nas primeiras imagens, mexendo na fechadura ou acessando algo próximo à porta. Várias imagens mostram dois carros estacionados.","Um indivíduo interage com a porta, possivelmente buscando acesso. Por ser uma área privativa, essa ação pode indicar uma abordagem para entrar no prédio.","""Camera 05"" visível, data e hora.","**Sim**, a presença de uma pessoa tentando abrir ou interagir com a porta em área de circulação restrita sugere um potencial risco à segurança.",camera_analyzer_prompt_external_street,False,True
event_20250408_154828_98b432bf,1,motion_detected/event_20250408_154828_98b432bf/0000_gun_20250408_154828_frame.jpg,gun,2025-04-08 15:48:28,"Ambiente externo, à noite, iluminação limitada. Local aparenta ser uma calçada em frente a um imóvel.","Uma pessoa, vestida com roupas claras e capuz, caminhando próximo à entrada do imóvel.","A pessoa está usando capuz, o que pode ser considerado incomum à noite, e se aproxima do imóvel de forma que poderia ser suspeita.",Nenhum.,"**Sim**, devido ao uso de capuz à noite e proximidade ao imóvel, o que pode sugerir comportamento suspeito.",camera_analyzer_prompt_external_street,True,True
event_20250410_145304_31ef96d4,8,motion_detected/event_20250410_145304_31ef96d4/0000_break-in_20250410_145304_frame.jpg,break-in,2025-04-10 14:53:04,"Ambiente interno, iluminação baixa, parece ser uma sala ou área de jantar.","Duas pessoas estão presentes, movendo-se pelo ambiente.","Uma pessoa parece manipular objetos, possivelmente buscando algo; outra pessoa aparece carregando uma mochila, o que pode indicar tentativa de retirada de itens.",#DomingoEspetacular,"**Sim**, devido à presença de pessoas movimentando-se em ambiente com iluminação baixa, possivelmente buscando ou retirando objetos, sugerindo uma situação de invasão ou furto.",camera_analyzer_prompt_external_street,True,True
event_20250408_154826_d9cb453c,5,motion_detected/event_20250408_154826_d9cb453c/0000_grab_20250408_154826_frame.jpg,grab,2025-04-08 15:48:26,N/A,N/A,N/A,N/A,N/A,camera_analyzer_prompt_external_street,True,False
event_20250403_113241_df74149a,10,motion_detected/event_20250403_113241_df74149a/0001_7647_20250307_134155_frame_20250403_113241_000030.jpg,7647,2025-03-07 13:41:55,"Ambiente externo em uma rua residencial durante o dia, com boa iluminação natural.",Aproximadamente dois carros visíveis em movimento na sequência de imagens.,Nenhum comportamento suspeito aparente. Os veículos estão em movimento normal ao longo da rua.,"""Intelbras"" e data/hora no canto superior, ""frente esquerda"" no canto inferior esquerdo.","**Não**, nenhuma atividade suspeita ou comportamento de risco identificado.",camera_analyzer_prompt_external_street,False,False
event_20250402_153119_5e731392,9,motion_detected/event_20250402_153119_5e731392/0001_10785_20250228_101013_frame_20250402_153119_000089.jpg,10785,2025-02-28 10:10:13,"Ambiente externo durante o dia, iluminação normal. Área próxima a uma rua, possivelmente residencial.",Nenhuma pessoa ou veículo detectável.,"As imagens não apresentam sinais claros de comportamento de risco, e a detecção automática não registrou atividades.","""Camera 16"", ""NO VIDEO"" em telas sem imagem.","**Não**, não há evidências visíveis de comportamento suspeito ou risco potencial nos frames disponíveis.",camera_analyzer_prompt_external_street,False,False
event_20250410_145302_abaccd09,24,motion_detected/event_20250410_145302_abaccd09/0000_robbery_20250410_145302_frame.jpg,robbery,2025-04-10 14:53:02,"Ambiente externo à noite, com iluminação artificial. Local parece ser uma rua residencial com calçada e estacionamento frontal.","- Aproximadamente duas pessoas detectadas em movimento na calçada.
  - Um carro estacionado próximo às pessoas.
  - Uma motocicleta que passa pela cena.","- Ocorrência de uma ação suspeita ou potencial delito (possível assalto ou tentativa de roubo a uma pessoa).
  - Pessoas se movendo rapidamente em direção oposta à motocicleta.
  - Presença de um carro parado próximo ao local do incidente.
  - Motocicleta se movendo pela área de forma coordenada.",Marca d'água no canto superior direito com data e hora.,"**Sim**, devido ao comportamento suspeito de possível delito, movimentação rápida de pessoas, e a presença de uma motocicleta que é frequentemente associada a riscos de segurança em contextos urbanos.",camera_analyzer_prompt_external_street,True,True
event_20250402_153028_6d75d183,7,motion_detected/event_20250402_153028_6d75d183/0001_10785_20250228_101013_frame_20250402_153028_000040.jpg,10785,2025-02-28 10:10:13,"Exterior, iluminação diurna. Cena na área de calçada e corredor ao lado de um prédio.",Nenhuma pessoa ou veículo visível nas imagens.,"Não há comportamentos observáveis nas imagens. As imagens apresentam falhas e, por fim, mostram ""NO VIDEO"".","""NO VIDEO"" no último frame.","**Não**, sem atividades ou sinais de risco perceptíveis.",camera_analyzer_prompt_external_street,False,False
event_20250403_091207_eb29739f,9,motion_detected/event_20250403_091207_eb29739f/0001_55410_20250302_230353_frame_20250403_091207_000032.jpg,55410,2025-03-02 23:03:53,"Ambiente externo à noite, com iluminação da rua. A cena é de uma área em frente a um portão, possivelmente de entrada de um imóvel, na calçada.",Não há detecção de pessoas ou veículos próximos ao portão.,Não há comportamento suspeito ou sinais de risco evidente nos frames analisados.,"Presença de data/hora e ""Camera 06"" na imagem.","**Não**, não há evidências de comportamento de risco na sequência de imagens.",camera_analyzer_prompt_external_street,False,False
event_20250403_091347_31d8b0de,9,motion_detected/event_20250403_091347_31d8b0de/0001_55410_20250302_230353_frame_20250403_091347_000129.jpg,55410,2025-03-02 23:03:53,Ambiente externo à noite com iluminação de rua. Câmera voltada para a calçada e um portão de entrada.,"Aproximadamente um carro visível em várias imagens, passando na rua em frente ao portão. Nenhuma outra pessoa ou veículo detectado.","Nenhum comportamento de risco observado, como entrada forçada ou permanência prolongada.","""Camera 05""","**Não**, não há sinais ou comportamentos de risco aparentes na sequência.",camera_analyzer_prompt_external_street,False,False
event_20250408_154828_00fee1e5,2,motion_detected/event_20250408_154828_00fee1e5/0000_fall_20250408_154828_frame.jpg,fall,2025-04-08 15:48:28,Área externa privada vista da entrada de uma casa. Dia com boa iluminação. Jardim frontal visível.,Duas pessoas estão na área. Parecem estar caminhando ou saindo. Um carro está estacionado na rua.,Nenhuma ação suspeita observada. Pessoas apenas transitando para fora da casa.,"""FAILARMY ULTIMATE SECURITY CAMERA FAIL""","**Não**, as pessoas não apresentam comportamentos suspeitos e a situação parece ser de saída normal da residência.",camera_analyzer_prompt_external_street,True,False
