folder_name,image_count,first_image,cam_id,event_datetime,contexto,observacoes,avaliacao,grau_confianca,scenario_type,format_type,label,real,predict,confidence_level
event_20250403_110345_d4895a53,40,motion_detected/event_20250403_110345_d4895a53/0001_6984_20250307_101724_frame_20250403_110345_000092.jpg,6984,2025-03-07 10:17:24,"Vista externa da rua, em frente a uma entrada com vagas demarcadas. As imagens foram capturadas durante o dia, com boa iluminação natural. O local aparenta ser de uso misto (comercial ou residencial), com movimento de pedestres e veículos, incluindo ônibus. Câmera rotulada como “Câmera 01”.",,"Baixo. Justificativa: As imagens mostram circulação normal de veículos e pedestres, sem qualquer comportamento ou indicador objetivo de risco de segurança nas proximidades da propriedade.","Alto. Justificativa: As imagens apresentam boa iluminação, ângulo aberto permitindo ampla visualização da área de interesse e calçada, e as ações observadas são claras e típicas de movimentação urbana regular, sem qualquer ambiguidade significativa.",camera_analyzer_prompt_external_street,detailed,,False,False,Alto
event_20250402_140834_8e7ff747,6,motion_detected/event_20250402_140834_8e7ff747/0001_6883_20250219_153816_frame_20250402_140834_000092.jpg,6883,2025-02-19 15:38:16,"Vista externa de rua em área aparentemente residencial. Iluminação diurna intensa (sol forte), sombra de árvores presente na calçada. A câmera está posicionada em uma altura média, voltada para a calçada e parte da rua, com identificação no canto inferior direito: ""Câmera 01"".","- Pessoas: Nenhuma pessoa visível nas imagens analisadas.
  - Veículos: Um veículo escuro aparece passando rapidamente da esquerda para a direita na terceira imagem (0003), ausente nas demais imagens.
  - Indicadores Objetivos de Risco:
    - Não há indícios de forçar/manipular entradas.
    - Não há vadiagem/permanência suspeita.
    - Não foram observadas passagens lentas ou repetidas de veículos. O veículo nas imagens apenas transita normalmente.
    - Não há veículos estacionados com pessoas observando a propriedade.
    - Não há motocicletas paradas ou desacelerando.
    - Não há uso incomum de capuzes/máscaras/bonés.
    - Não há ações coordenadas.
    - Não há sinais de agressão, violência, ou armas.","Baixo, pois não há qualquer indicador objetivo de risco nas imagens analisadas.","Alto, pois as imagens estão claras, com bom campo de visão e todos os elementos relevantes (pessoas, veículos e área frontal da propriedade) estão bem visíveis, sem ambiguidade nas ações observadas.",camera_analyzer_prompt_external_street,detailed,,False,False,Alto
event_20250403_110902_b869b941,44,motion_detected/event_20250403_110902_b869b941/0001_6994_20250307_101724_frame_20250403_110902_000092.jpg,6994,2025-03-07 10:17:24,"As imagens apresentam a vista de uma área externa privada, provavelmente um estacionamento frontal ou lateral de uma propriedade, localizada em um bairro urbano. A hora registrada nas imagens é entre 07h20 e 07h21 da manhã, com iluminação natural diurna (céu claro). O rótulo da câmera indica “Camera 11”.","- Pessoas: Diversas pessoas são registradas caminhando na calçada ao lado do estacionamento, algumas em duplas, outras sozinhas. Todas transitam em linha reta, sem paradas ou interações com portões, veículos ou qualquer ponto da propriedade. Não há abordagem a portas, janelas, muros ou grades visíveis. 
  - Veículos: Trânsito normal de automóveis e ônibus pela rua, veículos entram e saem do campo de visão sem interação com o imóvel.
  - Não há tentativas de acesso ao estacionamento, invasão ou movimentos incomuns junto ao muro/fachada.
  - Não é observada permanência suspeita, observação dirigida à propriedade, ou qualquer tentativa de ingresso indevido.","Baixo, pois nenhum dos indicadores objetivos de risco foi observado (não há tentativa de acesso, observação dirigida, aproximação suspeita, ou entrada em áreas restritas).","Alto, pois as imagens estão claras, o ângulo permite boa visualização da área monitorada, as ações observadas são típicas do deslocamento cotidiano e não há ambiguidades relevantes.",camera_analyzer_prompt_internal_to_outside,detailed,,False,False,Alto
event_20250403_110529_22a621b0,11,motion_detected/event_20250403_110529_22a621b0/0001_6985_20250307_101724_frame_20250403_110529_000039.jpg,6985,2025-03-07 10:17:24,"Área externa de rua, região aparentemente residencial ou mista, com estacionamento interno visível e muro alto. A iluminação é diurna, aparentemente início da manhã ou fim da tarde (luz natural e clara). Imagens são da ""Câmera 02"".",,**Baixo**. Justificativa: Nenhum indicador objetivo de risco foi observado nas imagens analisadas; os movimentos nas proximidades da propriedade são compatíveis com trânsito urbano cotidiano.,"**Alto**. Justificativa: As imagens apresentam boa clareza, ângulo bem posicionado para observação da rua e do entorno do portão, baixa ambiguidade nas ações observadas (fluxo normal de veículos e passagem ocasional de pessoa/bicicleta).",camera_analyzer_prompt_external_street,detailed,,False,False,Alto
event_20250410_145302_70a01170,11,motion_detected/event_20250410_145302_70a01170/0000_altercation_20250410_145302_frame.jpg,altercation,2025-04-10 14:53:02,"Imagens capturadas por câmera de segurança externa, no período noturno (horário registrado: 21:34). O local é um posto de combustíveis com iluminação artificial suficiente para visualização clara das ações, presença de bombas de abastecimento, carros estacionados e mesas externas, sugerindo possível área de convivência ou lanchonete anexa ao posto. Label não visível, mas o ambiente é típico de área comercial.","- Pessoas: Várias pessoas presentes, incluindo pelo menos um indivíduo com capacete (ou semelhante), de roupas escuras, apontando um objeto semelhante a arma de fogo para outros. Outras pessoas estão sentadas ou em pé, próximas a mesas brancas. Observa-se reação de susto e defesa por parte delas, com as mãos levantadas. Não há reação física agressiva das vítimas.
    - Veículos: Carro claro estacionado próximo às mesas. Motocicleta parada próxima ao grupo. Outras motocicletas e veículos aparecem em plano de fundo, aparentemente sem participação direta.
    - Indicadores Objetivos de Risco (observados):","**Alto**  
  Justificativa: Foram observados indicadores claros de violência armada, ameaça direta a pessoas e possível ação coordenada (assalto), além de utilização de motocicleta para aproximação/fuga e ocultação de identidade.","**Alto**  
  Justificativa: As imagens apresentam boa clareza, ângulo permite visualização completa da ação, e as atitudes dos envolvidos (apontamento de arma, postura de ameaça, reação das vítimas) deixam pouco espaço para ambiguidade. O contexto e os elementos visuais são típicos de um crime em andamento, reforçando a avaliação.",camera_analyzer_prompt_external_street,detailed,,True,True,Alto
event_20250408_154826_a42130eb,3,motion_detected/event_20250408_154826_a42130eb/0000_lying_down_20250408_154826_frame.jpg,lying,,"Vista externa de rua residencial, durante o dia, com iluminação natural clara. O local apresenta veículos estacionados e calçadas organizadas. Label das imagens: ""Câmera 01"".","- Pessoas: Duas pessoas claramente envolvidas em um acidente com motocicleta; ambas estão caídas no chão juntamente com a moto.
  - Veículos: Diversos automóveis estacionados, além da motocicleta envolvida no acidente.
  - Indicadores Objetivos de Risco:
    - Não há indícios de forçar/manipular entradas, vadiagem, passagens repetidas ou suspeita de observação da propriedade.
    - Motocicleta caiu, mas não há sinais de ação coordenada, intenção de agressão, uso incomum de máscaras/capuzes/bonés, ou qualquer outra conduta suspeita. Situação indica acidente, não ação criminosa.","Baixo, pois não há nenhum indicador objetivo de risco à segurança patrimonial observado, apenas um acidente de trânsito.","Alto, pois as imagens estão claras, o ângulo permite boa visualização e as ações dos envolvidos são inequívocas (acidente).",camera_analyzer_prompt_external_street,detailed,,False,False,Alto
event_20250410_145302_1de172a2,9,motion_detected/event_20250410_145302_1de172a2/0000_robbery_20250410_145302_frame.jpg,robbery,2025-04-10 14:53:02,"As imagens mostram a entrada/saída de um portão em uma área externa privada de acesso a veículos, provavelmente garagem de uma residência ou condomínio. A iluminação é diurna e clara, indicando que o evento ocorreu à tarde (conforme horário na câmera: 15h19min). O ambiente é urbano, com vista para a rua.","- Pessoas: Três pessoas aparecem na área: duas delas estão com capacetes de motociclista e agem de forma coordenada, uma está em uma motocicleta preta próxima ao portão, a outra em uma moto vermelha, e uma terceira (aparentando ser vítima) está próxima à moto preta inicialmente e é rendida/empurrada.
  - Indicadores Objetivos de Risco:
      - Pessoas presentes em horário aparentemente comum, mas com comportamento suspeito (capacetes e ação coordenada próxima ao portão).
      - Interação direta e forçada com a motocicleta da vítima, além de movimentação brusca e tentativa de tomada do veículo.
      - Indícios claros de abordagem e possível roubo (subtração do bem), pois um dos indivíduos força a posse da moto, enquanto outro presta auxílio.
      - Fuga rápida dos suspeitos após a abordagem; vítima afasta-se rapidamente.
      - Não há tentativa clara de acessar a propriedade além do portão, mas o evento acontece na divisa da área privada.","Alto, pois há diversos indicadores claros de risco, incluindo abordagem violenta, tentativa de subtração de veículo, comportamento fortemente suspeito e ação rápida para evasão.","Alto, as imagens apresentam boa qualidade e ângulo adequado, as ações são pouco ambíguas (tentativa de roubo é evidente), e os fatos são facilmente identificáveis com base nos elementos visuais.",camera_analyzer_prompt_internal_to_outside,detailed,,True,True,Alto
event_20250403_092022_f63db61a,34,motion_detected/event_20250403_092022_f63db61a/0001_55406_20250302_230353_frame_20250403_092017_000043.jpg,55406,2025-03-02 23:03:53,"Rua de região aparentemente residencial ou mista (residencial e comercial), visto que há edifícios, carros estacionados e calçadas com boa iluminação pública noturna. Câmera nomeada como ""Câmera 01"". Iluminação suficiente para identificação de pessoas e veículos.","- Pessoas: Trânsito regular de pedestres, sozinhos e em grupos pequenos. Alguns param para conversar próximos ao portão, mas não há indícios de permanência excessiva, tentativa de entrada ou comportamento suspeito. O movimento de pedestres ocorre tanto no sentido da rua quanto próximo ao portão.
   - Veículos: Vários carros passam e param na rua, incluindo passagem de motocicletas. Nenhum veículo permanece parado por longo tempo observando a propriedade, nem há motos desacelerando de forma suspeita. O fluxo de veículos parece normal para o horário e local, sem passagens repetidas observáveis de um mesmo veículo.
   - Indicadores Objetivos de Risco:
      - Não há forçamento de entradas, manipulação de portões ou portas.
      - Não há permanência suspeita de pedestres no portão, apenas movimentação rápida ou breve conversa entre conhecidos.
      - Não há veículos ou motocicletas demonstrando comportamento de vigilância ou desaceleração anormal.
      - Não há uso incomum de capuzes, máscaras ou bonés para dificultar identificação.
      - Não há sinais de ações coordenadas entre diferentes pessoas.
      - Não há agressões, violência ou armas visíveis.","Baixo. Justificativa: Nenhum dos indicadores objetivos de risco foi observado. O comportamento de pedestres e veículos é compatível com uso cotidiano urbano, sem sinais de ameaça iminente à segurança da propriedade.","Alto. Justificativa: As imagens possuem boa clareza e cobertura do local, permitindo observar comportamentos individuais sem grandes pontos cegos ou ambiguidades. O ângulo proporciona visão ampla tanto da calçada quanto da rua, favorecendo uma avaliação segura.",camera_analyzer_prompt_external_street,detailed,,False,False,Alto
event_20250408_154826_7490d4e4,2,motion_detected/event_20250408_154826_7490d4e4/0000_lying_down_20250408_154826_frame.jpg,lying,,"Área externa de uma residência, durante o dia com boa iluminação natural. Localidade residencial, gramado à frente da casa, calçada e rua com pouco movimento. Imagens com etiqueta ""Câmera 01"".","- Pessoas: 1 pessoa deitada/caída em uma pequena piscina de plástico no gramado da residência, aparentando estar em uma situação descontraída ou cômica (não há sinais de agressão).
  - Veículos: Três carros estacionados próximos, sem ações suspeitas ou movimento relevante. 
  - Indicadores Objetivos de Risco:
      - Não há forçamento/manipulação de entradas.
      - Não há vadiagem/permanência suspeita perto da propriedade.
      - Não há passagens lentas ou repetidas de veículos, nem veículos observando a propriedade.
      - Não há uso incomum de capuzes/máscaras/bonés.
      - Não há ações coordenadas entre indivíduos.
      - Não há agressões, violência ou armas.","Baixo, pois não foi identificado nenhum indicador objetivo de risco ou comportamento suspeito nas imagens.","Alto, pois a cena está clara, ações sem ambiguidade e o ângulo permite boa visualização do ambiente e das ações dos indivíduos.",camera_analyzer_prompt_external_street,detailed,,False,False,Alto
event_20250403_110825_c72ce50a,21,motion_detected/event_20250403_110825_c72ce50a/0001_6994_20250307_101724_frame_20250403_110825_000056.jpg,6994,2025-03-07 10:17:24,"Imagens capturadas por uma câmera de segurança externa (""Camera 11"") voltada para a rua, mostrando parte do estacionamento de um imóvel e a via pública em frente. As imagens foram tiradas de manhã (por volta das 7h19), com iluminação natural adequada. O local aparenta ser residencial ou misto (predominância de vagas e pouco movimento a pé).",,"Baixo, pois nenhum dos indicadores objetivos de risco foi observado nas imagens analisadas.","Alto, pois as imagens estão claras, o ângulo permite boa visualização da área externa, os comportamentos observados são típicos de rotina e não ambíguos, e não há fatores que comprometam a análise da situação.",camera_analyzer_prompt_external_street,detailed,,False,False,Alto
event_20250403_115614_921a5ad2,8,motion_detected/event_20250403_115614_921a5ad2/0001_7639_20250307_134155_frame_20250403_115614_000028.jpg,7639,2025-03-07 13:41:55,"Vista externa de uma rua em área aparentemente residencial, com presença de vegetação e estacionamentos ao longo da via. Horário registrado é por volta de 10:42 da manhã, com iluminação clara de luz solar. Imagens da “Câmera 01” (frente direita).","- Pessoas: Não há pessoas visíveis nas imagens sequenciais.
  - Veículos: 
      - Um carro branco está estacionado em frente à propriedade durante toda a sequência.
      - Um carro estacionado do outro lado da rua permanece o tempo inteiro.
      - Um veículo caracterizado, similar a táxi ou transporte por aplicativo (veículo colorido), passa em frente à propriedade, seguindo seu trajeto sem desacelerar ou parar (observado entre as primeiras imagens).
      - Não há motocicletas nem veículos parados observando a propriedade.
  - Indicadores Objetivos de Risco: 
      - Não há tentativas de forçar ou manipular entradas, nem indivíduos próximos aos portões ou portas.
      - Não há sinais de vadiagem ou permanência suspeita.
      - Não foram observadas passagens repetidas ou lentas de veículos, nem veículos estacionados observando a propriedade.
      - Não há motocicletas paradas, desacelerando ou observando a área.
      - Nenhuma ação coordenada entre indivíduos, uso incomum de vestimentas, violência ou presença de armas.","Baixo, pois nenhum dos indicadores objetivos de risco foi detectado nas imagens analisadas. O fluxo de veículos corresponde ao padrão de circulação comum em horário diurno, sem comportamento suspeito.","Alto, pois a qualidade e clareza das imagens é boa, o ângulo permite ampla visualização da rua e movimentação, e não há ambiguidade nas ações observadas. Ambos os veículos mantêm comportamentos compatíveis com o ambiente e horário, sem atividades suspeitas.",camera_analyzer_prompt_external_street,detailed,,False,False,Alto
