folder_name,image_count,first_image,cam_id,event_datetime,contexto,pessoas,comportamentos,label,avaliacao,scenario_type,real,predict
event_20250403_110345_d4895a53,40,motion_detected/event_20250403_110345_d4895a53/0001_6984_20250307_101724_frame_20250403_110345_000092.jpg,6984,2025-03-07 10:17:24,"Ambiente externo, dia, nublado,  parecendo ser a entrada/estacionamento frontal de um imóvel comercial, com uma rua ao fundo.","Um homem sentado em um banco sob um guarda-sol na entrada do imóvel durante todo o vídeo. Vários carros, ônibus e um caminhão passam pela rua. Algumas pessoas passam caminhando pela calçada. Uma bicicleta passa pela rua.",Nenhum comportamento suspeito observado. O tráfego de veículos e pedestres parece normal.,Câmera 01 e data/hora.,"**Não**, nenhum comportamento suspeito foi observado nas imagens. Tráfego normal de pessoas e veículos.",camera_analyzer_prompt_external_street,False,False
event_20250402_140834_8e7ff747,6,motion_detected/event_20250402_140834_8e7ff747/0001_6883_20250219_153816_frame_20250402_140834_000092.jpg,6883,2025-02-19 15:38:16,"Ambiente externo, dia com boa iluminação, rua/calçada provavelmente residencial.","Um carro estacionado do outro lado da rua. Não há pessoas visíveis na cena diretamente relacionadas ao imóvel monitorado, apesar de poder haver alguém no carro.",Nenhum comportamento suspeito observado.,Camera 01,"Não, nenhum comportamento suspeito foi observado nas imagens.",camera_analyzer_prompt_external_street,False,False
event_20250403_110902_b869b941,44,motion_detected/event_20250403_110902_b869b941/0001_6994_20250307_101724_frame_20250403_110902_000092.jpg,6994,2025-03-07 10:17:24,"Ambiente externo, dia, boa iluminação. A cena parece ser a entrada/estacionamento frontal de um imóvel, possivelmente residencial, com uma rua passando à frente.","Inicialmente, duas pessoas caminham pela rua e parecem conversar. Diversos carros passam pela rua durante a sequência. Um ônibus para momentaneamente na rua, e uma pessoa desembarca. Posteriormente, uma pessoa caminha pela rua em frente ao imóvel monitorado.","Nenhum comportamento suspeito é observado. As pessoas que passam em frente ao imóvel parecem estar transitando normalmente. Não há permanência prolongada, olhares repetidos, ou qualquer outra ação que indique risco à segurança.",Câmera 11,"Não, nenhum comportamento suspeito foi observado na sequência de imagens. O fluxo de pessoas e veículos parece normal para uma rua.",camera_analyzer_prompt_external_street,False,False
event_20250403_110529_22a621b0,11,motion_detected/event_20250403_110529_22a621b0/0001_6985_20250307_101724_frame_20250403_110529_000039.jpg,6985,2025-03-07 10:17:24,"Ambiente externo, dia com boa iluminação, rua residencial/estacionamento frontal de um imóvel.","Inicialmente, dois carros passam pela rua. Um carro prata estaciona do lado oposto da rua e permanece lá durante a maior parte da sequência. Uma pessoa de bicicleta passa pela rua. Posteriormente, um carro escuro passa pela rua.",Nenhum comportamento suspeito observado. Os veículos passam normalmente pela rua e a pessoa na bicicleta também. O carro prata estacionado não apresenta ocupantes interagindo com o imóvel monitorado.,"Câmera 02, data e hora.","**Não**, nenhum comportamento de risco foi identificado nas imagens.  A cena aparenta ser o registro do fluxo normal da rua.",camera_analyzer_prompt_external_street,False,False
event_20250410_145302_70a01170,11,motion_detected/event_20250410_145302_70a01170/0000_altercation_20250410_145302_frame.jpg,altercation,2025-04-10 14:53:02,"Ambiente externo, noite com iluminação artificial, posto de gasolina.","Várias pessoas e veículos presentes. Uma motocicleta com um único ocupante se aproxima e para próximo a um grupo de pessoas perto de um carro. Um indivíduo desce da motocicleta e parece interagir com as pessoas no carro e ao redor.  Posteriormente, o indivíduo volta para a moto e sai do local.","Aproximação de motocicleta, parada próxima a um grupo de pessoas, interação não totalmente clara entre o motociclista e as outras pessoas. A baixa qualidade da imagem e a distância da câmera dificultam a avaliação precisa da interação.",Marca d'água de emissora de TV.,"**Sim**, a combinação de ambiente noturno, envolvimento de motocicleta e interação pouco clara entre o motociclista e as outras pessoas levanta suspeita, mesmo que não haja evidência clara de crime. A prudência recomenda classificar como risco devido à possibilidade de assalto ou outro evento indesejado. Adicionalmente, nas imagens, o indivíduo que chega de moto parece estar armado, o que eleva consideravelmente o risco da situação.",camera_analyzer_prompt_external_street,True,True
event_20250408_154826_a42130eb,3,motion_detected/event_20250408_154826_a42130eb/0000_lying_down_20250408_154826_frame.jpg,lying,,"Ambiente externo, dia, iluminação clara. A cena parece ser uma rua ou estacionamento em frente a um imóvel, possivelmente residencial, com carros estacionados.",Duas pessoas em uma motocicleta caem na rua. Diversos carros estacionados são visíveis.,"Apesar da presença de uma motocicleta, a queda não indica, por si só, um comportamento suspeito relacionado à segurança do imóvel. Aparentemente, trata-se de um acidente. Não há indícios de comportamentos típicos de risco, como observação prolongada do imóvel, circulação lenta ou ações coordenadas com outros indivíduos.",@1stMirC,"**Não**, a cena sugere um acidente de moto e não há indicadores de ameaça à segurança da propriedade.",camera_analyzer_prompt_external_street,True,False
event_20250410_145302_1de172a2,9,motion_detected/event_20250410_145302_1de172a2/0000_robbery_20250410_145302_frame.jpg,robbery,2025-04-10 14:53:02,"Ambiente interno com vista para a rua e portão da propriedade. Dia, com boa iluminação. A área visualizada é a entrada/saída da propriedade.",Duas pessoas em uma motocicleta se aproximam do portão. O indivíduo na garupa desce e força a entrada na propriedade. Um segundo indivíduo sai da propriedade aparentemente sob coação.,"Aproximação ao portão, invasão da propriedade,  e possível sequestro/coação de um morador.",fdatenaoficial,"**Sim**, Invasão de propriedade e possível sequestro.  A ação de forçar o portão e render uma pessoa que sai da residência indica alto risco à segurança.",camera_analyzer_prompt_internal_to_outside,True,True
event_20250403_092022_f63db61a,34,motion_detected/event_20250403_092022_f63db61a/0001_55406_20250302_230353_frame_20250403_092017_000043.jpg,55406,2025-03-02 23:03:53,"Ambiente externo à noite, com iluminação artificial de postes na rua. A cena parece ser uma rua residencial ou em frente a um condomínio, mostrando a calçada, portão de entrada e estacionamento frontal.","Várias pessoas transitam pela calçada, algumas individualmente e outras em pequenos grupos. Há carros estacionados e passando pela rua.  Em alguns frames, aparecem duas pessoas caminhando juntas, e em outros momentos, pessoas caminham sozinhas.","Nenhum comportamento explicitamente suspeito foi observado. As pessoas parecem estar transitando normalmente, e os veículos trafegando sem comportamento anômalo. Não há indícios de tentativas de forçar entradas, permanência prolongada em frente ao imóvel, olhares repetidos ou circulação lenta e suspeita.",Câmera 01,"**Não**, não foram observados comportamentos ou sinais objetivos que indiquem risco à segurança.",camera_analyzer_prompt_external_street,False,False
event_20250408_154826_7490d4e4,2,motion_detected/event_20250408_154826_7490d4e4/0000_lying_down_20250408_154826_frame.jpg,lying,,"Ambiente externo, dia, iluminação diurna, gramado frontal de uma residência, rua residencial com carros estacionados.","Uma pessoa visível, interagindo com uma pequena piscina inflável.  Três carros estacionados na rua.",Nenhum comportamento suspeito observado. A pessoa parece estar se divertindo ou se refrescando na piscina.,FAILARMY ULTIMATE SECURITY CAMERA FAILS,"**Não**, Nenhum comportamento que indique risco à segurança foi observado. A cena sugere uma situação corriqueira e não apresenta indícios de ameaça.",camera_analyzer_prompt_external_street,True,False
event_20250403_110825_c72ce50a,21,motion_detected/event_20250403_110825_c72ce50a/0001_6994_20250307_101724_frame_20250403_110825_000056.jpg,6994,2025-03-07 10:17:24,"Ambiente externo, dia, boa iluminação. A cena parece ser a entrada/estacionamento de um imóvel, possivelmente residencial, com a câmera posicionada em um andar superior, voltada para a rua e o portão de entrada.","Vários carros transitam pela rua durante os primeiros segundos. Entre os frames 12 e 15, duas pessoas caminham pela rua e entram no imóvel.","Nenhum comportamento suspeito é observado. As pessoas que entram no imóvel parecem fazê-lo de forma natural, sem hesitação ou olhares repetidos para os arredores.  O tráfego de veículos parece normal para o horário.","Câmera 11, data e hora.","**Não**, nenhum comportamento de risco foi identificado nas imagens. As atividades observadas parecem ser o trânsito normal de veículos e a entrada de pessoas no imóvel.",camera_analyzer_prompt_external_street,False,False
event_20250403_115614_921a5ad2,8,motion_detected/event_20250403_115614_921a5ad2/0001_7639_20250307_134155_frame_20250403_115614_000028.jpg,7639,2025-03-07 13:41:55,"Ambiente externo, dia com boa iluminação, rua/estacionamento frontal de um imóvel.",Dois carros estacionados na rua. Um carro branco estaciona em frente ao imóvel monitorado e permanece parado durante toda a sequência. Não há pessoas visíveis.,Nenhum comportamento suspeito observado. Os carros permanecem estacionados sem movimentação ou interação com o imóvel.,"Intelbras, frente direita","**Não**, nenhum comportamento de risco identificado. Carros estacionados sem interação suspeita com a propriedade.",camera_analyzer_prompt_external_street,False,False
event_20250408_154827_a5c783c9,3,motion_detected/event_20250408_154827_a5c783c9/0000_sit_20250408_154827_frame.jpg,sit,2025-04-08 15:48:27,"Ambiente interno, iluminado artificialmente, aparentemente durante o dia. O local parece ser uma sala de tribunal ou similar, com uma mesa central e assentos.","Cinco pessoas estão presentes. Duas estão sentadas à mesa, aparentemente em depoimento ou consulta. Três outras pessoas estão sentadas em bancos ao fundo. Não há movimentação suspeita ou interação entre elas nos frames fornecidos.",Nenhum comportamento de risco observado nos frames fornecidos. As pessoas presentes permanecem sentadas e não interagem com objetos ou o ambiente de forma suspeita.,"""and sisters who lost their brother and their best friend.""","**Não**, Nenhum comportamento suspeito ou indicativo de risco à segurança foi observado nas imagens fornecidas. As pessoas presentes parecem estar participando de um processo formal.",camera_analyzer_prompt_internal_closed,True,False
event_20250408_154827_20d6eb21,5,motion_detected/event_20250408_154827_20d6eb21/0000_hit_20250408_154827_frame.jpg,hit,2025-04-08 15:48:27,"Ambiente externo à noite, com iluminação artificial. A cena parece ser uma rua ou viela estreita, possivelmente residencial, com um portão visível ao fundo.","Há um carro parado com os faróis acesos e pelo menos duas motocicletas estacionadas. Duas pessoas são visíveis, possivelmente mais, devido à baixa qualidade da imagem. Uma pessoa parece estar manipulando uma das motos. A outra pessoa parece estar agachada ou abaixada próximo ao portão. A presença do carro com os faróis acesos pode indicar que ele está dando cobertura para a ação dos indivíduos nas motos.","A ação de manipular a moto e a presença de uma pessoa agachada perto do portão à noite sugerem uma possível tentativa de roubo ou arrombamento. A baixa qualidade da imagem dificulta a análise precisa, mas as ações são suspeitas o suficiente para levantar um alerta.",Nenhum,"**Sim**, A combinação de ações suspeitas à noite, com motos envolvidas, e a possível manipulação de uma moto e do portão, configura um cenário de risco, mesmo com a imagem de baixa qualidade. A presença do carro com faróis ligados reforça a suspeita de que se trata de uma ação coordenada.",camera_analyzer_prompt_external_street,True,True
event_20250403_110951_999c970a,21,motion_detected/event_20250403_110951_999c970a/0001_6994_20250307_101724_frame_20250403_110947_000137.jpg,6994,2025-03-07 10:17:24,"Ambiente externo, dia, boa iluminação. Rua/estacionamento frontal de um imóvel, com calçada e portão visíveis.",Um pedestre caminha pela calçada e atravessa a rua. Diversos carros transitam pela rua.,Nenhum comportamento suspeito observado. O pedestre caminha normalmente e os veículos transitam sem interação com o imóvel monitorado.,Câmera 11,"**Não**, nenhum comportamento de risco identificado.",camera_analyzer_prompt_external_street,False,False
event_20250410_145303_c8185c7c,8,motion_detected/event_20250410_145303_c8185c7c/0000_robbery_20250410_145303_frame.jpg,robbery,2025-04-10 14:53:03,"Ambiente externo, dia, boa iluminação. Entrada/estacionamento de uma residência ou estabelecimento comercial, com vegetação ao redor e um carro estacionado próximo à entrada.","Inicialmente, uma pessoa é vista próxima à entrada, com um carro branco estacionado ao fundo. Em seguida, mais duas pessoas se aproximam, uma delas vestindo um moletom escuro com capuz. As três pessoas interagem na entrada, e parece haver algum tipo de contato físico ou luta corporal.  O carro permanece estacionado durante toda a sequência.","A chegada de duas pessoas adicionais à cena, a interação física e a presença de um indivíduo com capuz levantado (possível tentativa de ocultar a identidade) sugerem uma situação de assalto ou confronto.",Nenhum,"**Sim**, Alto risco de assalto ou violência devido à interação física agressiva entre os indivíduos na entrada da propriedade e a presença de um carro parado que pode ser usado para fuga. A vestimenta com capuz reforça a suspeita de atividade criminosa.",camera_analyzer_prompt_external_street,True,True
event_20250410_145304_a69efbc6,5,motion_detected/event_20250410_145304_a69efbc6/0000_break-in_20250410_145304_frame.jpg,break-in,2025-04-10 14:53:04,"Ambiente externo, noite com iluminação infravermelha, o que sugere baixa luminosidade natural. A cena parece ser um estacionamento ou pátio, possivelmente industrial ou comercial, com um portão de metal.","No primeiro frame, há uma pessoa e um carro visíveis. Nos frames subsequentes, não há detecção clara de pessoas ou veículos, exceto por um caminhão no último frame, mas a qualidade da imagem e a iluminação dificultam a confirmação e avaliação precisa da situação.  Pessoas parecem estar manipulando o portão.","Indivíduos manipulando o portão à noite em um local aparentemente comercial ou industrial, sem iluminação adequada. Isso sugere uma possível tentativa de acesso não autorizado.",Nenhum,"**Sim**, a manipulação do portão à noite, com baixa visibilidade e em contexto que sugere acesso não autorizado, representa um risco potencial à segurança. A baixa qualidade da imagem e a dificuldade em identificar claramente as ações contribuem para a avaliação de risco.",camera_analyzer_prompt_external_street,True,True
event_20250408_154827_5dbc25b2,5,motion_detected/event_20250408_154827_5dbc25b2/0000_hit_20250408_154827_frame.jpg,hit,2025-04-08 15:48:27,"Ambiente externo, diurno, com boa iluminação. A cena se passa em uma rua, possivelmente residencial ou comercial, com a câmera posicionada em um imóvel voltado para a via.","Há várias pessoas na cena, aproximadamente 6. Há também duas motocicletas. Um homem está sendo retirado à força de uma motocicleta por outro homem. Há outras pessoas na calçada observando.","Um homem está puxando outro de cima de uma motocicleta, indicando um possível assalto ou conflito. A ação agressiva e a presença de outras pessoas observando, sem intervir, reforçam a suspeita de uma situação de risco.",Shared by HỘI GÀ MỸ MIỀN NAM,"**Sim**, a ação de retirar à força uma pessoa de uma motocicleta indica um alto risco de assalto, violência ou conflito, representando uma ameaça à segurança.",camera_analyzer_prompt_external_street,True,True
event_20250408_154828_05caaa12,2,motion_detected/event_20250408_154828_05caaa12/0000_throw_20250408_154828_frame.jpg,throw,2025-04-08 15:48:28,"Ambiente externo, diurno, rua residencial com carros estacionados.","Diversos carros estacionados na rua. Um indivíduo caminhando na rua e se aproximando de um carro da polícia. Na primeira imagem, uma pessoa parece estar entre os carros.","Nenhum comportamento explicitamente suspeito é observado nos dois frames fornecidos. A presença policial e a legenda sugerem um evento ocorrido, mas as imagens não mostram ações de risco à segurança de residências. A pessoa caminhando em direção ao carro policial poderia ser interpretada como suspeita dependendo do contexto maior do vídeo, mas com apenas dois frames, não é possível afirmar.","ERIN LESLIE,  A 43-YEAR-OLD TORONTO MAN IS FACING A SLEW OF CHARGES AFTER A SHOCKING ATTACK ON A TORONTO POLICE OFFICER WAS CAUGHT ON VIDEO.","**Não**, com base nos frames fornecidos, não há indícios de risco à segurança. Mais informações seriam necessárias para uma avaliação completa.",camera_analyzer_prompt_external_street,True,False
event_20250403_111752_4930dd6b,10,motion_detected/event_20250403_111752_4930dd6b/0001_6990_20250307_101724_frame_20250403_111751_000141.jpg,6990,2025-03-07 10:17:24,"Ambiente interno, possivelmente uma clínica ou sala de estética, durante o dia com boa iluminação. O local possui macas, equipamentos, armários e plantas.","Uma pessoa visível, possivelmente funcionário(a), executando tarefas rotineiras atrás de um balcão/mesa.",Nenhum comportamento suspeito observado. A pessoa parece estar organizando ou trabalhando com os itens no balcão.,03-07-2025 Sex 07:22:05 (e variação no horário a cada frame) Camera 07,"**Não**, Nenhum risco aparente. A cena sugere atividades normais dentro do ambiente.",camera_analyzer_prompt_internal_closed,False,False
event_20250402_140721_e4453231,12,motion_detected/event_20250402_140721_e4453231/0001_6883_20250219_153816_frame_20250402_140721_000021.jpg,6883,2025-02-19 15:38:16,"Ambiente externo, dia com boa iluminação, rua/calçada em frente a um imóvel com portão/grade.","Inicialmente duas pessoas caminhando pela calçada, e um carro branco estacionado. As pessoas se afastam e somem do campo de visão da câmera. O carro permanece estacionado.",Nenhum comportamento suspeito observado. As pessoas parecem estar apenas caminhando pela rua.,Câmera 01,"**Não**, nenhum comportamento de risco foi identificado. As pessoas passam em frente ao imóvel sem demonstrar interesse ou qualquer ação suspeita. O carro estacionado não apresenta ocupantes observando o local.",camera_analyzer_prompt_external_street,False,False
event_20250410_145302_a6bcedf2,24,motion_detected/event_20250410_145302_a6bcedf2/0000_robbery_20250410_145302_frame.jpg,robbery,2025-04-10 14:53:02,"Ambiente externo, dia, boa iluminação. Calçada/estacionamento frontal de um imóvel com fachada laranja.","Inicialmente duas pessoas em duas motocicletas. Um indivíduo de camisa vermelha parece tentar roubar uma motocicleta estacionada enquanto o outro, de preto e capacete, aguarda em sua própria moto.  Posteriormente, mais motocicletas e pessoas aparecem brevemente na cena, mas não interagem com o roubo.","Dois indivíduos em motocicletas param próximo a uma terceira motocicleta estacionada. Um deles tenta, aparentemente, roubá-la, forçando a ignição. O outro indivíduo aguarda em sua motocicleta, observando os arredores, o que sugere uma ação coordenada.",intelbras,"**Sim**, alta probabilidade de roubo de motocicleta, com ação coordenada entre dois indivíduos em motocicletas, configurando um cenário típico para esse tipo de crime. A permanência prolongada em frente ao imóvel e a manipulação da motocicleta estacionada reforçam a suspeita.",camera_analyzer_prompt_external_street,True,True
event_20250410_145303_28abe440,5,motion_detected/event_20250410_145303_28abe440/0000_robbery_20250410_145303_frame.jpg,robbery,2025-04-10 14:53:03,"Ambiente externo, dia, entrada/calçada de imóvel residencial.",Quatro pessoas em três motocicletas entram na propriedade. Um indivíduo corre em direção ao portão.,"Múltiplas motocicletas entram rapidamente na propriedade, sugerindo invasão. Um indivíduo corre à frente, possivelmente para interceptar alguém ou facilitar a entrada.",BRASILIA 22°C,"**Sim**, Invasão de propriedade com múltiplas motocicletas é um forte indicativo de roubo ou assalto. A ação coordenada e rápida dos indivíduos reforça a suspeita.",camera_analyzer_prompt_external_street,True,True
event_20250408_154830_a2a34495,5,motion_detected/event_20250408_154830_a2a34495/0000_sneak_20250408_154830_frame.jpg,sneak,2025-04-08 15:48:30,"Ambiente externo, noite, iluminação ruim por infravermelho, parece ser um pátio ou corredor lateral de uma residência, com um portão ao fundo.","Uma pessoa visível, possivelmente mais escondidas atrás de objetos. Nenhum veículo completamente visível, apenas a traseira de uma motocicleta.","Uma pessoa visível parece estar mexendo em algo perto do portão/entrada. A baixa iluminação e a presença da motocicleta, mesmo que parcialmente visível, aumentam o nível de suspeita.  Não é possível discernir com clareza a ação da pessoa, o que configura um cenário incerto e potencialmente perigoso.",CH4 2012/05/05 00:04:04,"**Sim**, a presença de uma pessoa à noite, em um local que parece ser a entrada lateral de uma residência, manipulando algo próximo ao portão em conjunto com uma motocicleta próxima, mesmo com pouca visibilidade, levanta suspeita de possível tentativa de invasão ou furto. A impossibilidade de identificar claramente as ações devido à baixa qualidade da imagem reforça a necessidade de cautela e classificação como risco.",camera_analyzer_prompt_external_street,True,True
event_20250408_154830_d10056f5,5,motion_detected/event_20250408_154830_d10056f5/0000_sneak_20250408_154830_frame.jpg,sneak,2025-04-08 15:48:30,"Ambiente externo, noite com pouca iluminação, parece ser a lateral de uma casa ou estabelecimento, próximo a um estacionamento ou garagem.","Três pessoas agachadas e usando moletons com capuz, possivelmente tentando arrombar algo próximo a um veículo utilitário e um carro branco. Nenhuma motocicleta visível.","Três indivíduos com capuzes à noite, agachados e manipulando algo em uma área pouco iluminada, sugerindo uma possível tentativa de arrombamento ou vandalismo. A ação coordenada entre os três também é um indicativo de risco.",I.CAM1,"**Sim**,  Alto risco devido à presença de três pessoas com capuzes à noite, manipulando objetos em local com pouca iluminação e de forma coordenada, indicando forte suspeita de atividade criminosa como arrombamento ou vandalismo.",camera_analyzer_prompt_external_street,True,True
event_20250403_113729_6e0a44fe,6,motion_detected/event_20250403_113729_6e0a44fe/0001_7645_20250307_134155_frame_20250403_113729_000004.jpg,7645,2025-03-07 13:41:55,Ambiente interno com vista para uma área externa privada que parece ser a entrada lateral/garagem de uma residência. A iluminação é diurna e com boa visibilidade.,Nenhuma pessoa ou veículo é detectado nas imagens.,Nenhum comportamento suspeito observado.,"intelbras, portao entrada","Não, nenhum risco aparente.",camera_analyzer_prompt_internal_to_outside,False,False
event_20250408_154827_550cbaa0,2,motion_detected/event_20250408_154827_550cbaa0/0000_walk_20250408_154827_frame.jpg,walk,2025-04-08 15:48:27,"Ambiente interno, possivelmente comercial, com iluminação diurna. Não há vista para área externa.","Uma pessoa é detectada na segunda imagem, caminhando pelo ambiente interno. Não há veículos.","Nenhum comportamento de risco observado nas imagens fornecidas. A pessoa parece estar circulando dentro do ambiente, sem interagir com portas, janelas ou áreas restritas.",LiveLeak,"Não, a cena não apresenta risco aparente com base nas informações disponíveis. As imagens mostram apenas uma pessoa caminhando em um ambiente interno, sem indícios de atividade suspeita. A falta de visão para áreas externas limita a avaliação completa de segurança perimetral, mas dentro do contexto interno observado, não há sinal de risco.",camera_analyzer_prompt_internal_to_outside,True,False
