folder_name,image_count,first_image,cam_id,event_datetime,contexto,pessoas,comportamentos,label,avaliacao,scenario_type,real,predict
event_20250403_110345_d4895a53,40,motion_detected/event_20250403_110345_d4895a53/0001_6984_20250307_101724_frame_20250403_110345_000092.jpg,6984,2025-03-07 10:17:24,Ambiente externo. Dia. Iluminação natural. Local da cena: calçada e rua em frente a um imóvel.,"Trânsito de carros e ônibus na rua. Nas últimas imagens, uma pessoa caminha pela calçada e depois corre em direção à rua.","A pessoa que corre para a rua no final da sequência apresenta um comportamento que pode ser considerado suspeito, dependendo do contexto. Sem mais informações, é difícil determinar a intenção.","Data e hora na parte superior da imagem, e ""Camera 01"" no canto inferior direito.","**Sim**, devido à pessoa que corre para a rua no final da sequência. O comportamento pode indicar uma fuga ou uma tentativa de interceptar algo/alguém. É uma situação que merece atenção.",camera_analyzer_prompt_external_street,False,True
event_20250402_140834_8e7ff747,6,motion_detected/event_20250402_140834_8e7ff747/0001_6883_20250219_153816_frame_20250402_140834_000092.jpg,6883,2025-02-19 15:38:16,"Ambiente externo, dia, boa iluminação. Rua residencial.",Poucos veículos em circulação na rua. Sem pessoas visíveis na calçada ou rua.,Nenhum comportamento suspeito detectado.,Câmera 01,"**Não**, Nenhum risco aparente.",camera_analyzer_prompt_external_street,False,False
event_20250403_110902_b869b941,44,motion_detected/event_20250403_110902_b869b941/0001_6994_20250307_101724_frame_20250403_110902_000092.jpg,6994,2025-03-07 10:17:24,N/A,"Há fluxo de pessoas caminhando na calçada e veículos transitando na rua, incluindo carros, ônibus e motocicletas. Não há comportamentos de risco imediatamente aparentes relacionados a manipulação de entradas ou permanência suspeita.","Nenhuma ocorrência de risco evidente, apenas tráfego normal de pessoas e veículos na área monitorada.",CAMERA 11,"**Não**, Nenhum risco aparente.",camera_analyzer_prompt_external_street,False,False
event_20250403_110529_22a621b0,11,motion_detected/event_20250403_110529_22a621b0/0001_6985_20250307_101724_frame_20250403_110529_000039.jpg,6985,2025-03-07 10:17:24,N/A,"Vários carros passando na rua. Em um momento, uma pessoa passa caminhando pela calçada.",Nenhum comportamento ou sinal de risco aparentes.,"Câmera 02, Datas e horários.","**Não**, Nenhum risco aparente com base nas imagens.",camera_analyzer_prompt_external_street,False,False
event_20250410_145302_70a01170,11,motion_detected/event_20250410_145302_70a01170/0000_altercation_20250410_145302_frame.jpg,altercation,2025-04-10 14:53:02,N/A,Várias pessoas e veículos presentes. Motocicletas em movimento e estacionadas. Pessoas gesticulando e interagindo.,"Pessoas com os braços levantados, como se estivessem sendo revistadas. Possível cena de assalto ou abordagem policial. Presença de motocicletas na cena aumenta o risco.",27/07/2018 21:34,"**Sim**, [Possível assalto em andamento.]",camera_analyzer_prompt_external_street,True,True
event_20250408_154826_a42130eb,3,motion_detected/event_20250408_154826_a42130eb/0000_lying_down_20250408_154826_frame.jpg,lying,,"Ambiente externo, dia, boa iluminação. A cena se passa em uma rua com carros estacionados ao lado.","Vários carros estacionados e uma pessoa visível no segundo frame. Nos três frames, há uma motocicleta caída na rua, com uma pessoa possivelmente envolvida na queda.","A motocicleta está caída no chão, e a pessoa parece estar no chão também. Embora não seja um comportamento intencional de risco, representa um acidente ou incidente.",@1stMrC,"**Sim**, [Acidente com motocicleta e pessoa ferida]",camera_analyzer_prompt_external_street,True,True
event_20250410_145302_1de172a2,9,motion_detected/event_20250410_145302_1de172a2/0000_robbery_20250410_145302_frame.jpg,robbery,2025-04-10 14:53:02,Ambiente interno com vista para a rua através de um portão. Dia claro e boa iluminação. A área visualizada é a entrada da propriedade.,"Inicialmente, duas motos com duas pessoas cada estão paradas em frente ao portão. Uma das motos cai. Uma das pessoas se aproxima da propriedade, enquanto a outra tenta levantar a moto.",A presença de duas motos e quatro pessoas em frente ao portão já pode ser um sinal de alerta. Uma das motos cai e uma pessoa entra na propriedade.,datenaoficial,"**Sim**, A queda da moto seguida da entrada de uma pessoa na propriedade representa um risco de segurança.",camera_analyzer_prompt_internal_to_outside,True,True
event_20250403_092022_f63db61a,34,motion_detected/event_20250403_092022_f63db61a/0001_55406_20250302_230353_frame_20250403_092017_000043.jpg,55406,2025-03-02 23:03:53,"Ambiente externo privado, com vista para a rua através de um portão. Iluminação noturna, com luzes públicas e de veículos. A área visualizada é a frente da propriedade, incluindo o portão de acesso e a rua.",Várias pessoas transitam na rua em frente à propriedade. A detecção de pessoas varia ao longo das imagens. Vários carros passam na rua.,"Presença constante de pessoas caminhando pela rua em frente à propriedade. Nenhuma ação direta em relação ao portão ou à propriedade é visível, mas a presença contínua de pessoas requer atenção.","Câmera 01, 03-02-2025 Mon 20:03:48","**Sim**, Presença contínua de pessoas na rua em frente à propriedade. Embora não haja ação direta contra a propriedade, a movimentação constante justifica vigilância.",camera_analyzer_prompt_internal_to_outside,False,True
event_20250408_154826_7490d4e4,2,motion_detected/event_20250408_154826_7490d4e4/0000_lying_down_20250408_154826_frame.jpg,lying,,Ambiente externo em um dia claro. A cena parece ser uma rua residencial com carros estacionados. A câmera está voltada para um imóvel com um jardim frontal onde uma pessoa está dentro de uma piscina infantil.,Vários carros estacionados na rua. Uma pessoa está deitada dentro de uma piscina infantil no gramado frontal do imóvel.,A pessoa deitada na piscina infantil não representa risco de segurança.,FAILARMY ULTIMATE SECURITY CAMERA FAILS,"**Não**, Nenhum risco aparente.",camera_analyzer_prompt_external_street,True,False
event_20250403_110825_c72ce50a,21,motion_detected/event_20250403_110825_c72ce50a/0001_6994_20250307_101724_frame_20250403_110825_000056.jpg,6994,2025-03-07 10:17:24,N/A,"Vários carros passando pela rua. Entre os frames 12 e 15, uma pessoa caminha pela calçada em frente ao prédio e depois se afasta.",Uma pessoa passa caminhando em frente ao prédio (frames 12-15).,"Câmera 11, data e hora.","**Sim**, Risco baixo devido à presença de uma pessoa caminhando em frente ao prédio durante a noite, observando a entrada. Embora o comportamento não seja claramente suspeito, justifica uma avaliação cautelosa.",camera_analyzer_prompt_external_street,False,True
event_20250403_115614_921a5ad2,8,motion_detected/event_20250403_115614_921a5ad2/0001_7639_20250307_134155_frame_20250403_115614_000028.jpg,7639,2025-03-07 13:41:55,N/A,Vários carros estacionados na rua. Um carro branco está parado em frente à câmera.,Nenhum comportamento suspeito visível. Os carros parecem estar estacionados regularmente na rua.,"Intelbras, data e hora, ""frente direita""","**Não**, Nenhum risco aparente.",camera_analyzer_prompt_external_street,False,False
event_20250408_154827_a5c783c9,3,motion_detected/event_20250408_154827_a5c783c9/0000_sit_20250408_154827_frame.jpg,sit,2025-04-08 15:48:27,"Ambiente interno, iluminação diurna (aparente), parece ser uma sala de audiência ou tribunal.",Aproximadamente 5 pessoas sentadas em cadeiras e mesas. Nenhuma ação suspeita ou incomum é observada nas imagens.,Nenhum comportamento de risco visível. As pessoas parecem estar sentadas e envolvidas em uma atividade passiva.,"Texto sobreposto nas imagens, ilegível em sua maior parte.","**Não**, Nenhum risco aparente nas imagens.",camera_analyzer_prompt_internal_closed,True,False
event_20250408_154827_20d6eb21,5,motion_detected/event_20250408_154827_20d6eb21/0000_hit_20250408_154827_frame.jpg,hit,2025-04-08 15:48:27,N/A,"Várias pessoas e veículos na rua, incluindo pelo menos uma moto e um carro. Ações: pessoas se aproximando da moto e carro.","Pessoas se aproximando dos veículos, o que pode indicar uma ação coordenada.",2013-03-23 00:02:13,"**Sim**, As pessoas se aproximando dos veículos com ações coordenadas podem indicar um risco elevado.",camera_analyzer_prompt_external_street,True,True
event_20250403_110951_999c970a,21,motion_detected/event_20250403_110951_999c970a/0001_6994_20250307_101724_frame_20250403_110947_000137.jpg,6994,2025-03-07 10:17:24,N/A,"No início das imagens, há uma pessoa caminhando na calçada. Ao longo da sequência, diversos carros passam na rua. As últimas imagens mostram o interior de uma escadaria.","Nenhuma das pessoas ou veículos apresenta comportamento suspeito de forma clara e objetiva nas imagens externas. No entanto, há uma pessoa que permanece na imagem por um tempo, e a presença de motos não foi detectada. As últimas imagens mostram o interior de uma residência e a presença de uma TV e geladeira.","Camera 11 (imagens externas), Camera 88 (imagens internas)","**Não**, A ausência de comportamentos suspeitos claros, especialmente relacionados a motocicletas ou tentativas de invasão, sugere um baixo nível de risco.",camera_analyzer_prompt_external_street,False,False
event_20250410_145303_c8185c7c,8,motion_detected/event_20250410_145303_c8185c7c/0000_robbery_20250410_145303_frame.jpg,robbery,2025-04-10 14:53:03,"Área externa privada, possivelmente a entrada da garagem ou estacionamento de uma casa, com vista para uma área gramada e vegetação. A iluminação indica que é dia.","Há um carro estacionado e a sequência mostra inicialmente duas pessoas, com uma delas sendo aparentemente abordada e subjugada por outro indivíduo. Posteriormente, um terceiro indivíduo aparece.",A sequência mostra claramente um comportamento de risco elevado. Uma pessoa é abordada e parece estar sendo forçada por outros indivíduos. A progressão das imagens sugere uma situação de possível assalto ou sequestro.,"12-12-2024 Thu 09:21:48 (e segundos seguintes, variando a cada frame)","**Sim**, a sequência de imagens indica uma potencial situação de assalto ou sequestro, representando um risco alto à segurança.",camera_analyzer_prompt_internal_to_outside,True,True
event_20250410_145304_a69efbc6,5,motion_detected/event_20250410_145304_a69efbc6/0000_break-in_20250410_145304_frame.jpg,break-in,2025-04-10 14:53:04,"Ambiente externo, noturno, com iluminação artificial. A cena parece ser um canteiro de obras ou área de construção delimitada por cercas.","Várias pessoas visíveis, algumas próximas à cerca e outras mais distantes. Há também um caminhão e um carro detectados no frame 0000, e um caminhão no frame 0004. As pessoas parecem estar trabalhando ou transitando na área.","As imagens mostram atividade em um canteiro de obras à noite, que em si não é inerentemente suspeito. No entanto, atividade em um local de construção durante a noite pode indicar a ocorrência de atividades não autorizadas, como roubo de materiais, invasão de propriedade ou vandalismo.",Nenhum,"**Sim**, embora não haja ações explicitamente suspeitas, a atividade noturna em um canteiro de obras justifica uma avaliação de risco como média, devido ao potencial para atividades não autorizadas.",camera_analyzer_prompt_external_street,True,True
event_20250408_154827_5dbc25b2,5,motion_detected/event_20250408_154827_5dbc25b2/0000_hit_20250408_154827_frame.jpg,hit,2025-04-08 15:48:27,"Rua residencial durante o dia, com boa iluminação. A câmera está posicionada no alto, olhando para a rua.","Várias pessoas e duas motocicletas são visíveis. Em todos os frames, duas pessoas parecem estar brigando perto de uma motocicleta. Outras pessoas parecem estar assistindo a cena.",Uma briga física está acontecendo na rua. A situação pode escalar e envolver mais pessoas ou causar ferimentos graves.,Shared by HỘI GÀ MỸ MIỀN NAM,"**Sim**, A briga em via pública representa risco de agressão e perturbação da ordem.",camera_analyzer_prompt_external_street,True,True
event_20250408_154828_05caaa12,2,motion_detected/event_20250408_154828_05caaa12/0000_throw_20250408_154828_frame.jpg,throw,2025-04-08 15:48:28,"Ambiente externo, durante o dia e com boa iluminação. A cena se passa em uma rua residencial com carros estacionados em ambos os lados.",A primeira imagem mostra uma pessoa caminhando pela rua entre os carros. A segunda imagem parece mostrar a mesma pessoa abaixando-se entre os carros. Há vários carros estacionados.,"A pessoa parece estar agindo de forma suspeita ao abaixar-se entre os carros, o que pode indicar que está tentando se esconder ou pegar algo. A legenda na segunda imagem (""A 43-YEAR-OLD TORONTO MAN IS FACING A SLEW OF CHARGES AFTER A SHOCKING ATTACK ON A TORONTO POLICE OFFICER WAS CAUGHT ON VIDEO"") implica que a ação capturada nas imagens pode estar relacionada a um ato criminoso ou violento.",ERIN LESLIE,"**Sim**, A legenda sugere um evento criminoso e o comportamento da pessoa é atípico, indicando possível risco.",camera_analyzer_prompt_external_street,True,True
event_20250403_111752_4930dd6b,10,motion_detected/event_20250403_111752_4930dd6b/0001_6990_20250307_101724_frame_20250403_111751_000141.jpg,6990,2025-03-07 10:17:24,N/A,"Uma pessoa vestida de preto mexendo em uma bancada, aparentemente organizando ou procurando algo.","A pessoa está mexendo em objetos na bancada. Sem maiores detalhes, é difícil determinar a natureza da ação.",Camera 07,"**Não**, Nenhum comportamento de risco aparente.",camera_analyzer_prompt_internal_closed,False,False
event_20250402_140721_e4453231,12,motion_detected/event_20250402_140721_e4453231/0001_6883_20250219_153816_frame_20250402_140721_000021.jpg,6883,2025-02-19 15:38:16,"Ambiente externo em rua residencial durante o dia com boa iluminação. A câmera está posicionada em um ponto elevado, provavelmente na fachada de um imóvel, com vista para a calçada e a rua.","Inicialmente, duas pessoas caminham juntas na calçada. Posteriormente, uma delas se aproxima e entra em um carro branco estacionado em frente ao imóvel.",Não há comportamentos significativos que indiquem risco. As pessoas estão caminhando e entrando em um carro estacionado de forma natural.,Câmera 01,"**Não**, Nenhum risco aparente.",camera_analyzer_prompt_external_street,False,False
event_20250410_145302_a6bcedf2,24,motion_detected/event_20250410_145302_a6bcedf2/0000_robbery_20250410_145302_frame.jpg,robbery,2025-04-10 14:53:02,N/A,"Presença de motocicletas e pessoas. Inicialmente, duas motocicletas e duas pessoas. Uma das pessoas está na motocicleta, enquanto a outra parece estar mexendo em algo na outra motocicleta. Gradualmente, a pessoa que estava mexendo na motocicleta se levanta e sobe na motocicleta. Uma das motocicletas sai da cena. As demais imagens mostram a pessoa indo embora.","Ações aparentemente relacionadas a uma motocicleta. A pessoa mexendo na motocicleta pode estar tentando dar partida, consertar ou até mesmo danificar o veículo.",Intelbras e informações de data/hora (04/05/2021 08:32:50).,"**Sim**, comportamento suspeito envolvendo motocicletas, especialmente considerando que uma delas parece estar sendo danificada.",camera_analyzer_prompt_external_street,True,True
event_20250410_145303_28abe440,5,motion_detected/event_20250410_145303_28abe440/0000_robbery_20250410_145303_frame.jpg,robbery,2025-04-10 14:53:03,"Ambiente externo, durante o dia com boa iluminação. A cena se passa em uma área com vegetação densa, possivelmente a entrada de uma residência ou condomínio.","As imagens mostram duas motocicletas com dois ocupantes cada. Em certo momento, um dos ocupantes da segunda moto desce e corre em direção ao imóvel, enquanto as motos se aproximam do portão.","A aproximação de duas motocicletas, seguida da descida de um dos ocupantes da segunda moto que corre em direção ao imóvel, representa um comportamento de alto risco.",BRASÍLIA 22°C,"**Sim**, devido à aproximação das motocicletas e à atitude suspeita de um dos ocupantes correndo em direção à propriedade, indicando uma possível tentativa de assalto.",camera_analyzer_prompt_external_street,True,True
event_20250408_154830_a2a34495,5,motion_detected/event_20250408_154830_a2a34495/0000_sneak_20250408_154830_frame.jpg,sneak,2025-04-08 15:48:30,N/A,"Uma pessoa visível, movendo-se na área. Uma motocicleta estacionada próxima.","A pessoa parece estar mexendo em algo próximo a latas de lixo, o que pode indicar atividade suspeita. A presença da motocicleta parada no local também aumenta a suspeita.",CH4 2012/05/29 00:48:25,"**Sim**, a combinação de uma pessoa mexendo em lixeiras à noite com uma motocicleta estacionada nas proximidades justifica elevar a avaliação de risco.",camera_analyzer_prompt_external_street,True,True
event_20250408_154830_d10056f5,5,motion_detected/event_20250408_154830_d10056f5/0000_sneak_20250408_154830_frame.jpg,sneak,2025-04-08 15:48:30,N/A,"Há dois indivíduos vestidos com roupas que cobrem seus corpos, com ações suspeitas na proximidade de veículos e uma estrutura adjacente.",Os indivíduos parecem estar manipulando algo próximo a um dos veículos ou à estrutura. A vestimenta que cobre seus corpos e a aparente tentativa de manipular algo na área indicam um risco elevado.,CAM1,"**Sim**, Há comportamentos altamente suspeitos de pessoas tentando manipular uma área próximo a veículos e uma construção no período noturno.",camera_analyzer_prompt_external_street,True,True
event_20250403_113729_6e0a44fe,6,motion_detected/event_20250403_113729_6e0a44fe/0001_7645_20250307_134155_frame_20250403_113729_000004.jpg,7645,2025-03-07 13:41:55,N/A,Não há pessoas ou veículos visíveis nas imagens.,Nenhum comportamento ou sinal de risco visível.,"Intelbras, data e hora, Portao entrada.","**Não**, Nenhum risco aparente.",camera_analyzer_prompt_external_street,False,False
event_20250408_154827_550cbaa0,2,motion_detected/event_20250408_154827_550cbaa0/0000_walk_20250408_154827_frame.jpg,walk,2025-04-08 15:48:27,"Ambiente interno, provavelmente uma loja. Iluminação diurna.",Imagem 0000: Ninguém detectado. Imagem 0001: Uma pessoa entra na loja.,Uma pessoa entra na loja.,LiveLeak,"**Não**, A pessoa entrando na loja não necessariamente implica risco, a menos que haja outros comportamentos suspeitos.",camera_analyzer_prompt_internal_to_outside,True,False
event_20250408_154828_2b362832,3,motion_detected/event_20250408_154828_2b362832/0000_fall_20250408_154828_frame.jpg,fall,2025-04-08 15:48:28,N/A,"Two people are visible. One person appears to be inside near the doors, and another person is outside near the doors. In frame 0001, it looks like the person near the doors is running/falling. In frame 0002, they are both running into the building.","The person is falling or running near the entrance and then running into the building. This could indicate an altercation, a medical emergency, or an attempted forced entry. The movement suggests a possible threat.",fall_20250408_154828_frame,"**Sim**, The actions of the individuals, particularly the person appearing to run/fall into the building, suggest a potential risk. The context indicates that it is not normal behavior.",camera_analyzer_prompt_internal_to_outside,True,True
event_20250403_101251_f265bb7e,16,motion_detected/event_20250403_101251_f265bb7e/0001_17201_20250307_002851_frame_20250403_101250_000102.jpg,17201,2025-03-07 00:28:51,"Ambiente externo, noite, iluminação pública presente. A câmera está posicionada de frente para a rua, mostrando a calçada e o portão de entrada.",Presença de veículos passando na rua. Nenhum comportamento suspeito de pessoas ou veículos é detectado.,Nenhum comportamento de risco aparente.,"Intelbras, 06/03/2025 21:17:21, Frente,L,E","**Não**, Nenhum risco aparente.",camera_analyzer_prompt_external_street,False,False
event_20250403_110712_5aa7d505,21,motion_detected/event_20250403_110712_5aa7d505/0001_6985_20250307_101724_frame_20250403_110706_000134.jpg,6985,2025-03-07 10:17:24,N/A,Observam-se vários carros passando pela rua e algumas pessoas caminhando. Uma moto com dois ocupantes passa em algumas imagens.,"A presença da moto com dois ocupantes, apesar de passar rapidamente, gera um nível de alerta.","Camera 02, Camera 11","**Sim**, Risco baixo devido à passagem da moto com dois ocupantes. Necessário monitorar a reincidência deste evento.",camera_analyzer_prompt_external_street,False,True
event_20250410_145303_7f97b2f6,25,motion_detected/event_20250410_145303_7f97b2f6/0000_robbery_20250410_145303_frame.jpg,robbery,2025-04-10 14:53:03,N/A,"Inicialmente, há um carro e um motorista. A partir do segundo frame, duas pessoas se aproximam do carro. A sequência mostra um assalto em andamento, com um dos assaltantes apontando uma arma para o motorista.","Assalto à mão armada, com dois indivíduos abordando o motorista e um deles com uma arma.",canal uol,"**Sim**, Assalto à mão armada em andamento.",camera_analyzer_prompt_external_street,True,True
event_20250408_154828_7e69c268,3,motion_detected/event_20250408_154828_7e69c268/0000_throw_20250408_154828_frame.jpg,throw,2025-04-08 15:48:28,"Ambiente interno, dia, iluminação normal. Tipo: escritório ou recepção de empresa.","Aproximadamente 6-7 pessoas. Uma pessoa parece jogar algo no ar, e as outras reagem.","Atitude suspeita de jogar algo no ar, o que pode indicar comportamento inadequado ou perigoso no ambiente de trabalho.",CÂMERA CCTV,"**Sim**, possível comportamento de risco devido ao arremesso de um objeto.",camera_analyzer_prompt_internal_closed,True,True
event_20250408_154829_ae55aced,5,motion_detected/event_20250408_154829_ae55aced/0000_struggle_20250408_154829_frame.jpg,struggle,2025-04-08 15:48:29,N/A,Duas pessoas. Uma delas está claramente dominando a outra.,Há uma luta física acontecendo. Uma pessoa parece estar segurando e possivelmente estrangulando a outra.,WE WANT MORE FACTS,"**Sim**, Risco alto devido à agressão física visível.",camera_analyzer_prompt_internal_closed,True,True
event_20250408_154826_22dc91e2,3,motion_detected/event_20250408_154826_22dc91e2/0000_kick_20250408_154826_frame.jpg,kick,2025-04-08 15:48:26,"Ambiente interno, iluminação diurna, aparenta ser uma academia.","Várias pessoas (aproximadamente 5-7) presentes, praticando exercícios. Uma delas chuta outra pessoa que cai no chão.",Ato de agressão física (chute) visível.,@BAHIJKADDOURA e TCR 11-10 19:37:18,"**Sim**, Agressão física com chute indica risco alto à segurança.",camera_analyzer_prompt_internal_closed,True,True
event_20250403_110809_e9b8e587,11,motion_detected/event_20250403_110809_e9b8e587/0001_6994_20250307_101724_frame_20250403_110809_000040.jpg,6994,2025-03-07 10:17:24,"Ambiente externo, dia, boa iluminação. Rua residencial com portão de entrada e estacionamento frontal.",Circulação de alguns carros na rua.,Nenhum comportamento ou sinal de risco aparente.,Câmera 11,"**Não**, Nenhum risco aparente.",camera_analyzer_prompt_external_street,False,False
event_20250408_154826_0a85b8b5,4,motion_detected/event_20250408_154826_0a85b8b5/0000_grab_20250408_154826_frame.jpg,grab,2025-04-08 15:48:26,"Ambiente interno, com iluminação artificial. O ambiente parece ser um depósito ou área de serviço com acesso ao exterior através de uma porta.",Duas pessoas são visíveis em todos os frames. Uma parece estar entregando um saco para a outra. A segunda pessoa está usando um capuz.,"A pessoa com capuz pode estar escondendo sua identidade, o que é um sinal de alerta. A troca de um saco entre os dois indivíduos pode sugerir uma atividade suspeita.",TOTAL VIDEO CONVERTER HTTP://EFFECTMATRIX.COM CAMERA 01,"**Sim**, a combinação de uma pessoa com capuz e a troca de um saco levantam suspeitas sobre as intenções e natureza da interação.",camera_analyzer_prompt_internal_to_outside,True,True
event_20250403_091404_c34755c2,22,motion_detected/event_20250403_091404_c34755c2/0001_55410_20250302_230353_frame_20250403_091404_000146.jpg,55410,2025-03-02 23:03:53,"Ambiente externo, noite, iluminação pública presente. A câmera 85 parece estar posicionada no nível da rua em frente a um portão. A câmera 83 está em um ponto mais elevado, possivelmente sob uma cobertura, e filma um trecho da rua.","Nas imagens da câmera 85, observa-se o trânsito de veículos na rua. Nas imagens da câmera 83, o movimento de veículos também é visível. Não há pessoas detectadas nas imagens.",Não há comportamentos ou sinais de risco aparentes. Os veículos estão trafegando normalmente pela rua.,Câmera 85 e Câmera 83 (marca d'água visível nas imagens). A data e hora também estão impressas nas imagens.,"**Não**, Nenhum risco aparente. O tráfego parece normal.",camera_analyzer_prompt_external_street,False,False
